sample_id,longitude,latitude,Slope,Elevation,Aspect_sin,Aspect_cos,NDVI,LULC,Rainfall,River Proximity,Road Proximity,TWI,landslide
708,85.96952633569609,27.81984436030277,47.44768905639648,2895.0,-0.554487616048296,-0.832191975237131,0.3552199602127075,30.0,4.383127212524414,8052.080476497985,630.0,15.176815187316,1
651,85.750082865445,28.05719246710611,58.8953971862793,2807.0,0.907535683656832,0.4199749788850837,0.5295152068138123,30.0,4.903069972991943,480.0,550.7267925205746,13.94280776486079,1
bg_75,85.94264246085153,27.72479362457964,38.12711715698242,2320.0,-0.7688970041130985,0.639372658991532,0.7958396077156067,10.0,4.780183792114258,7864.464380998873,228.4731931759173,14.899040136511504,0
166,85.9179549019951,27.759611334005303,47.083126068115234,1885.0,-0.8844705061932377,-0.46659610336379553,0.3630756437778473,30.0,5.216389656066895,3316.051869316884,134.1640786499874,14.312084894107,1
bg_744,85.6831191752694,28.14978658549658,40.91164016723633,5658.0,0.9745523436118977,0.22416005344520645,-0.0207208096981048,70.0,3.902299880981445,6066.976182580578,11582.37022374954,14.900620740546374,0
bg_335,85.49878487896807,27.90589398585813,36.91123580932617,2146.0,-0.24387055796654347,-0.9698077907281869,0.6880143284797668,10.0,4.496346950531006,4460.325100258949,90.0,14.861283804419438,0
62,85.654337526867,27.89490543518357,35.07222366333008,1695.0,-0.5217558418601617,-0.8530948607773897,0.3997491896152496,30.0,4.625964164733887,3194.1195970094795,42.42640687119285,14.85918782434238,1
160,85.93190410653821,27.71077636055063,48.30646896362305,2540.0,-0.8795300364887911,-0.47584337224976225,0.7028621435165405,10.0,4.370652198791504,7937.820859656635,218.4032966784156,14.827926204322033,1
603,85.74146066710064,27.899341528959766,28.13092994689941,1940.0,0.616673541065041,-0.7872189935147037,0.7731200456619263,10.0,4.452770709991455,1890.0,42.42640687119285,14.843122648542156,1
623,85.75769343095656,27.92480607255144,28.37409210205078,2258.0,0.9836983807842375,0.17982629296760053,0.7066624760627747,10.0,4.774409770965576,1380.3260484392808,360.0,15.029666415457118,1
bg_895,85.78579661224425,27.7883943466953,28.841062545776367,1520.0,0.0332274699902575,-0.9994478151649773,0.5641711354255676,30.0,5.361922740936279,2160.0,94.8683298050514,14.829853494137822,0
596,85.74199355744767,27.894833751350724,32.289852142333984,1642.0,-0.31882714641843096,-0.9478128774745996,0.5533269047737122,30.0,4.452770709991455,1830.0,30.0,14.76952588631029,1
bg_45,85.99788885082488,27.772763660751615,33.74762344360352,2552.0,-0.2464503796570899,-0.9691554108433158,0.8426138758659363,10.0,4.674496173858643,13336.240099818238,335.4101966249685,15.157525520915542,0
820,85.88651243425667,27.864105737577955,44.16913604736328,1605.0,-0.9236335235153538,0.38327681150653037,0.595278263092041,10.0,4.586504936218262,468.61498055439927,632.8506932918697,14.526631508563067,1
bg_367,85.53031574544067,28.13819831833144,27.90521240234375,4997.0,0.2079808521089208,0.9781328974919754,-0.0705258846282959,70.0,4.091997146606445,7830.0,4105.618102064535,16.169834943046702,0
bg_592,85.61951845315373,27.943353733205917,35.57780456542969,2211.0,-0.2305427069297202,-0.9730622078169089,0.8481871485710144,10.0,4.582652568817139,1666.2832892398578,94.8683298050514,14.88690107671131,0
20,85.68340716776686,27.994752481171734,47.84456253051758,2482.0,-0.4481268143401546,0.8939699985286669,0.7416716814041138,10.0,4.758371829986572,5589.749547162199,510.8815909777921,14.825803092513476,1
904,85.65324319328435,27.83006632670501,31.96147918701172,1558.0,0.557422915058312,-0.8302286996773202,0.4720307886600494,10.0,4.497191429138184,7085.209947489207,362.4913792078372,14.83284245241344,1
bg_420,85.82244787583633,28.010188390344407,30.554162979125977,3119.0,0.8696906128520117,-0.49359724261496063,0.330519288778305,30.0,4.568583965301514,3563.818177180199,958.5927185202274,15.547509750602762,0
bg_364,85.8545177314794,27.89026329991445,47.52510070800781,1701.0,-0.6874882577924797,-0.7261954939253348,0.7546706199645996,10.0,5.2028632164001465,3246.798423062325,90.0,14.609055744586833,0
317,85.67365557210435,27.850718292968,45.43302154541016,1723.0,0.5590473968457274,-0.8291356994364769,0.6785010099411011,10.0,4.626403331756592,7174.01561191499,362.4913792078372,14.24971165741236,1
321,85.66904933382294,27.83063417015484,21.22279357910156,1467.0,0.9427561140679012,-0.3334829971491658,0.6899904608726501,10.0,4.6042256355285645,8294.389670132457,268.3281572999748,14.511964263855493,1
bg_154,85.88631809253724,27.91640427468233,16.357128143310547,2684.0,0.5617531670327028,0.8273048889791044,0.6935146450996399,10.0,4.404165267944336,3207.8965070587924,890.4493247793498,16.026386868366334,0
325,85.66840192179494,27.827978641648063,41.14460754394531,1561.0,0.9427534496809856,0.3334905292727237,0.759804904460907,10.0,4.6042256355285645,8468.559499702413,240.0,14.34612054135906,1
69,85.51832222615202,27.905404850332328,46.31954574584961,1856.0,0.9795985159939553,0.2009645427990732,0.6429623961448669,10.0,4.496346950531006,2414.953415699773,480.0,14.227303792643204,1
bg_843,85.73674859773134,27.900773588738648,27.15178680419922,2108.0,0.5714372377816671,-0.8206457721066126,0.6924444437026978,10.0,4.452770709991455,2401.6869071550523,180.0,15.195365616623713,0
1356,85.52145765471812,27.97420590590029,43.64289855957031,2202.0,0.7495379468682299,-0.661961378181959,0.8113997578620911,10.0,4.987441062927246,5503.426205555954,474.3416490252569,14.664650404595486,1
bg_260,85.71761448217958,27.924489112239407,31.26270866394043,3445.0,-0.6940688626578061,0.7199086149567175,0.7743661999702454,10.0,4.452770709991455,5289.026375430548,30.0,15.478071090203663,0
bg_220,85.59283848921538,28.05115156730026,26.19356155395508,3063.0,0.932186034668914,0.3619795529698414,0.8280301094055176,100.0,4.835017204284668,9608.855290824187,2678.2456944798773,16.717618472383265,0
742,85.88339696499546,27.871110522707777,46.07278060913086,1183.0,-0.987768615889802,0.15592678237924568,0.5990615487098694,10.0,4.586504936218262,0.0,60.0,13.858976504343202,1
bg_762,85.66425455430289,28.150056080081814,26.379945755004883,5322.0,-0.9994672157566918,-0.03263869831299131,-0.061042595654726,70.0,3.902299880981445,5583.950214677778,10177.961485484211,16.59392059969295,0
