sample_id,longitude,latitude,Slope,Elevation,Aspect,NDVI,LULC,Rainfall,River Proximity,Road Proximity,TWI,removal_reason
636,85.73565114787766,28.11178405479194,41.983150482177734,4232.0,92.06182861328125,0.26836225390434265,100.0,4.176478385925293,4839.214812343011,4710.095540432275,15.362940605061288,Elevation_iqr_outlier;Road Proximity_iqr_outlier
637,85.74020709011194,28.110542309158934,41.15629959106445,4076.0,50.97442626953125,0.3519645929336548,30.0,4.176478385925293,4576.647244435603,4384.620850199023,15.275525213920702,Elevation_iqr_outlier;Road Proximity_iqr_outlier
638,85.73791782129983,28.105921699278145,10.540796279907227,3984.0,150.45358276367188,0.34647393226623535,60.0,4.176478385925293,4155.406117336788,4027.1578066919606,16.332006975010007,Slope_iqr_outlier;Elevation_iqr_outlier;Road Proximity_iqr_outlier;TWI_iqr_outlier
639,85.73860838535104,28.103023420780765,28.244443893432617,3720.0,124.92784118652344,0.09054263681173325,60.0,4.176478385925293,3824.1469637031473,3709.94609125254,15.299687787389146,Elevation_iqr_outlier;Road Proximity_iqr_outlier
640,85.74074427895489,28.09549094480053,13.033387184143066,3442.0,119.308837890625,0.6715855598449707,10.0,4.176478385925293,2952.9815441346736,2870.7664481806946,16.13139520577475,Slope_iqr_outlier;Road Proximity_iqr_outlier;TWI_iqr_outlier
641,85.73743854093591,28.09603193316193,47.33228302001953,3671.0,101.18455505371094,0.4079762101173401,30.0,4.176478385925293,3152.8558482747035,3134.5334581082398,15.035328310324987,Road Proximity_iqr_outlier
642,85.74174266645349,28.092303452695923,42.169898986816406,3333.0,114.27043914794922,0.5523338317871094,30.0,4.176478385925293,2573.888109456198,2508.007177023224,15.104746272460126,Road Proximity_iqr_outlier
643,85.7381355572325,28.09079384440629,44.76187515258789,3432.0,101.29582214355469,0.4068107008934021,30.0,4.176478385925293,2608.6203249994046,2640.170449043016,15.703793746959155,Road Proximity_iqr_outlier
644,85.73761785524785,28.09244385431472,38.51344299316406,3581.0,112.73561096191406,0.4044000804424286,30.0,4.176478385925293,2794.512479843309,2821.4358046923558,15.198555696357698,Road Proximity_iqr_outlier
645,85.73991199705723,28.07966464263916,54.470088958740234,3174.0,84.6939926147461,0.36906376481056213,30.0,4.176478385925293,1509.8675438593943,1614.7135968957466,15.139656847543987,Road Proximity_iqr_outlier
646,85.73708392539623,28.06825119345693,29.21087646484375,3102.0,17.17523765563965,0.38352638483047485,60.0,4.635933876037598,1440.0,1612.7616066858736,15.356037230014913,Road Proximity_iqr_outlier
659,85.74350473842154,28.047318280681832,40.57101058959961,3509.0,48.569725036621094,0.5016489624977112,30.0,4.635933876037598,1431.2232530251877,1747.741399635541,15.491408251311388,Road Proximity_iqr_outlier
660,85.74422422672889,28.0392958039457,39.558353424072266,3327.0,11.526653289794922,0.5222716927528381,10.0,4.903069972991943,1992.0090361240834,1686.6831356244716,15.296082626164033,Road Proximity_iqr_outlier
661,85.74334576674258,28.090922367614105,40.42121124267578,3159.0,134.68699645996094,0.4055836498737335,30.0,4.176478385925293,2371.7082451262845,2280.7893370497854,14.70731108387022,Road Proximity_iqr_outlier
662,85.73625957156241,28.0822670588275,37.305419921875,3435.0,50.4047966003418,0.7536814212799072,10.0,4.176478385925293,2001.2496096189502,2106.418761785035,15.461439939696477,Road Proximity_iqr_outlier
663,85.74090035948828,28.076381298404723,48.04263687133789,3083.0,106.92230987548828,0.29577013850212097,30.0,4.176478385925293,1198.8744721612852,1328.4953895290719,14.838382302304545,Road Proximity_iqr_outlier
666,85.75191742862191,28.03666173481174,24.897422790527344,3215.0,56.07944869995117,0.5667908191680908,10.0,4.903069972991943,1574.9285698088026,1951.6147160748712,15.758139210555873,Road Proximity_iqr_outlier
667,85.7381126123145,28.033540111813867,26.455699920654297,3726.0,340.62847900390625,0.3683954179286957,10.0,4.635933876037598,2919.2636057745794,766.6159403508383,15.668548628284228,Elevation_iqr_outlier
668,85.73801072269912,28.100160069197265,44.07302474975586,3671.0,123.48835754394531,0.2716583013534546,100.0,4.176478385925293,3537.711124441904,3461.3292244454296,15.334806413073094,Road Proximity_iqr_outlier
670,85.74171353334485,28.01465432403184,33.57942199707031,3169.0,50.65620040893555,0.477083683013916,30.0,4.635933876037598,4118.859065323794,1290.0,15.38056720338119,Road Proximity_iqr_outlier
673,85.74519440245011,28.00850509563439,33.46000671386719,3049.0,28.140878677368164,0.6212226152420044,30.0,4.903069972991943,3810.3543142337826,1753.9099178692159,15.371233666120798,Road Proximity_iqr_outlier
674,85.7474627721323,28.00230805941343,30.168228149414062,3053.0,329.6908874511719,0.656339704990387,10.0,4.903069972991943,3728.337431081044,1481.8906842274162,15.527531306422881,Road Proximity_iqr_outlier
675,85.75513521017838,28.01341678311792,32.254310607910156,3065.0,41.935142517089844,0.5656331181526184,30.0,4.903069972991943,2670.0,1448.1022063376604,14.902731899795416,Road Proximity_iqr_outlier
679,86.00465330624203,27.75995246704555,43.568641662597656,2185.0,270.0,0.6440756320953369,10.0,4.674496173858643,12856.846425154186,349.85711369071805,14.811712147656293,River Proximity_iqr_outlier
685,85.73831165881731,28.08922084699379,50.54562759399414,3359.0,126.83509063720703,0.4621399939060211,30.0,4.176478385925293,2455.056007507772,2497.218452598811,14.835484645734148,Road Proximity_iqr_outlier
686,85.65354451803843,27.75259682201891,34.661624908447266,1210.0,39.41361999511719,0.35519495606422424,30.0,3.9692416191101074,3090.0,30.0,14.562519933884975,Rainfall_iqr_outlier
690,86.00180137709961,27.762614958074984,53.385135650634766,2283.0,220.72911071777344,0.7848984599113464,10.0,4.674496173858643,13110.308920845458,228.47319317591726,14.860287935900686,River Proximity_iqr_outlier
691,85.9999444394835,27.761518753871737,44.12274932861328,2093.0,221.31382751464844,0.6170340180397034,10.0,4.674496173858643,13341.23307644387,60.0,14.496431301438461,River Proximity_iqr_outlier
694,85.99996213872546,27.76922877364854,45.89092254638672,2499.0,199.6914520263672,0.592391312122345,30.0,4.674496173858643,13183.523808147806,657.9513659838393,14.70594870494192,River Proximity_iqr_outlier
696,86.00006622137583,27.78996378604455,56.68255615234375,2322.0,207.9745635986328,0.31606218218803406,30.0,4.674496173858643,12990.0,523.9274758971894,14.439591571015063,River Proximity_iqr_outlier
697,86.0101322078092,27.78794802151492,35.13774871826172,2558.0,206.2302703857422,0.698625922203064,10.0,4.674496173858643,11880.0,1590.0,14.820336249900965,Road Proximity_iqr_outlier
698,86.01171390160913,27.78816204898053,44.157630920410156,2658.0,224.20509338378906,0.48475348949432373,30.0,4.674496173858643,11700.0,1760.0568172647154,14.814413731527202,Road Proximity_iqr_outlier
700,86.01070913472306,27.79311477136237,41.38029861450195,2969.0,187.15892028808594,0.7536377906799316,30.0,4.674496173858643,11821.370478925022,1745.6803831171385,15.003880604409312,Road Proximity_iqr_outlier
701,86.01412928906919,27.783629275021067,42.33855438232422,2877.0,308.44866943359375,0.7361392378807068,10.0,4.605922222137451,11438.854837788615,1529.7058540778355,14.961392579910294,Road Proximity_iqr_outlier
702,85.99848955766383,27.80877753529882,57.97651290893555,2398.0,264.7719421386719,0.8291907906532288,10.0,4.383127212524414,13309.218609670517,450.99889135118724,14.565269701218533,River Proximity_iqr_outlier
730,85.99653091095998,27.791552829665072,60.506526947021484,2291.0,215.42263793945312,0.4351380467414856,30.0,4.674496173858643,13380.0,400.24992192379,14.410054887478541,River Proximity_iqr_outlier
731,85.99437113693946,27.791563972936007,43.51009750366211,2213.0,200.30177307128906,0.618276834487915,30.0,4.674496173858643,13650.0,169.7056274847714,14.728733360368953,River Proximity_iqr_outlier
737,85.77370773846549,27.741576031106447,68.29934692382812,1006.0,53.19337463378906,0.6988931894302368,10.0,4.70947265625,150.0,150.0,13.914734736695802,Slope_iqr_outlier
743,85.88154428405757,27.868788457139388,63.804168701171875,1125.0,269.543701171875,0.519914448261261,10.0,4.586504936218262,0.0,30.0,13.195632907116451,TWI_iqr_outlier
745,85.88167764816606,27.867257119080648,65.030029296875,1099.0,258.69732666015625,0.2116609513759613,60.0,4.586504936218262,0.0,0.0,13.207223499204794,Slope_iqr_outlier;TWI_iqr_outlier
