sample_id,longitude,latitude,Slope,Elevation,Aspect,NDVI,LULC,Rainfall,River Proximity,Road Proximity,TWI,landslide
bg_79,85.84158199138808,28.038485321794173,37.85540008544922,4187.0,178.64785766601562,0.23871669173240662,30.0,4.297876358032227,6061.188002363893,902.4965373894794,15.539233656282656,0
bg_80,85.90868614311181,28.043336224328417,59.66388702392578,4797.0,194.92755126953125,0.1589304804801941,70.0,4.106739044189453,7727.955745214902,2960.439156611735,14.714010829274372,0
bg_81,85.58502314624354,27.968955718803322,42.98886489868164,2902.0,247.53912353515625,0.8383421301841736,10.0,4.808651447296143,4617.369380935426,180.0,15.355023106165508,0
bg_82,85.66075112469483,27.888376837817802,33.732208251953125,1721.0,6.298835754394531,0.4918619692325592,10.0,4.626403331756592,4194.532155079992,0.0,14.761517011844084,0
bg_83,85.58825708126638,28.102625033080304,36.40945053100586,3875.0,76.02852630615234,0.4802645742893219,30.0,4.263921737670898,10290.524767960087,1277.3801313626261,15.478016899129488,0
bg_84,85.82649029461487,27.9703031917295,37.334712982177734,2615.0,253.98455810546875,0.7433341145515442,10.0,4.312197685241699,2970.0,60.0,15.400294398778424,0
bg_85,85.75426574577166,27.891341278255396,23.609132766723633,1290.0,321.0560607910156,0.4647819697856903,30.0,5.343934535980225,450.0,42.42640687119285,14.829254820987881,0
bg_86,85.7650455291811,27.878405538164074,29.568601608276367,1257.0,295.3394470214844,0.3054213523864746,10.0,5.343934535980225,300.0,531.6013544000805,14.609500785826944,0
bg_87,85.82487332710346,27.90724145878431,29.17464828491211,2730.0,297.64007568359375,0.7954329252243042,10.0,4.945862293243408,5397.416048443922,30.0,15.39873008641473,0
bg_88,85.5801722437093,27.749856621006572,14.520768165588379,821.0,-0.0,0.4905501902103424,10.0,4.508334636688232,1652.1803775617236,152.97058540778355,14.979476560113364,0
bg_89,85.53543614256014,27.946587668228744,34.408653259277344,1937.0,98.1522445678711,0.5866577625274658,30.0,4.987441062927246,2334.609175001246,0.0,14.831357684792358,0
bg_90,85.54675491514006,28.099391098057477,2.971830368041992,3591.0,159.29978942871094,0.08237145841121674,60.0,4.3097357749938965,11516.913649064145,3000.5999400119968,16.97763423180637,0
bg_91,85.52789029417355,27.89161077284063,27.515666961669922,1408.0,173.94515991210938,0.34591978788375854,30.0,5.103635787963867,1080.0,0.0,14.921405106082648,0
bg_92,85.67314787561567,27.936885863160253,4.292496204376221,1771.0,257.5452575683594,0.6149654388427734,60.0,4.5489630699157715,3541.1438829847057,182.48287590894657,15.70948244184398,0
bg_93,85.79657639565369,27.770338209484496,35.823116302490234,1334.0,74.3886947631836,0.7579972147941589,10.0,6.054154872894287,2396.4348520249823,180.0,14.425034006362218,0
bg_94,85.77986773136907,27.99186275854837,50.5693244934082,2475.0,123.99183654785156,0.39003127813339233,10.0,4.903069972991943,840.0,1209.3386622447824,14.453361947382485,0
bg_95,85.95261376050526,28.00021709069068,30.99946403503418,3364.0,130.2855224609375,0.7663185596466064,10.0,4.106739044189453,2040.0,1946.5353837010002,15.06307627568866,0
bg_96,85.65482224381964,28.092384238841344,37.08524703979492,3680.0,226.74102783203125,0.480236679315567,30.0,4.347579002380371,10858.5496269069,6145.242061953296,15.462944668436068,0
bg_97,85.67530383229756,28.150864563837523,10.063504219055176,5495.0,291.39874267578125,-0.043850019574165344,70.0,3.9022998809814453,5675.7114091539215,11359.546645883365,17.054241557731455,0
bg_98,85.61493704520473,27.809953913514168,26.156570434570312,1486.0,351.4275207519531,0.7489920854568481,10.0,4.497191429138184,4020.0,180.0,15.208783660394921,0
bg_99,85.87661628746875,27.927723047262237,30.534374237060547,2670.0,83.69766235351562,0.8069919943809509,10.0,4.632851600646973,4767.82969494507,234.30749027719963,15.362885823599335,0
bg_100,85.72030942803195,27.72533261375011,20.187559127807617,1378.0,165.60031127929688,0.7690021395683289,10.0,4.136266231536865,4337.672186784059,276.5863337187866,15.03120247453386,0
bg_101,85.71815347135006,27.851725574225725,26.067081451416016,1745.0,26.687496185302734,0.4377257227897644,30.0,4.696327209472656,4094.9725273803733,108.16653826391968,15.115563933192169,0
bg_102,85.86826195532643,28.11205734356356,13.910857200622559,5225.0,242.77342224121094,-0.07795072346925735,70.0,3.896871328353882,10633.76226930055,3965.5642725846724,16.864919063779823,0
bg_103,85.85209228021228,27.71212737907355,23.900400161743164,1421.0,189.5000457763672,0.5907159447669983,10.0,4.840806007385254,4710.0,30.0,14.603407085977942,0
bg_104,85.72057892261718,27.674667631725764,31.868946075439453,918.0,88.50794982910156,0.7728658318519592,10.0,3.891842842102051,960.0,152.97058540778355,14.437281267487498,0
bg_105,85.49285599809288,27.917212758438037,7.6853108406066895,2501.0,32.89021682739258,0.849175751209259,10.0,4.496346950531006,5515.188120091644,218.40329667841553,15.7085816857863,0
bg_106,85.5020188139909,28.130113480774362,18.374094009399414,5193.0,50.68634033203125,-0.04689042270183563,70.0,3.683410167694092,8145.92536179899,7353.611357693579,16.602627101228045,0
bg_107,85.67961574566134,27.89430571869299,33.58222198486328,2406.0,178.4192352294922,0.8230884671211243,10.0,4.5489630699157715,5568.213357981176,563.6488268416781,15.22752791429368,0
bg_108,85.48962206307006,27.87948351650502,26.459699630737305,2021.0,331.4227294921875,0.5969076156616211,10.0,4.607892036437988,5364.298649404225,216.33307652783935,15.21510487593139,0
bg_109,85.828915745882,27.75578550188176,18.42588996887207,751.0,157.39691162109375,0.3429771363735199,50.0,5.668778419494629,30.0,0.0,14.930161168376934,0
bg_110,85.50174931940566,27.87948351650502,30.457040786743164,1872.0,85.2627944946289,0.35228487849235535,30.0,4.607892036437988,4022.4619326974366,60.0,14.788946319160203,0
bg_111,85.76369805625492,28.073250123289597,23.50278663635254,2833.0,291.85406494140625,0.6888129115104675,10.0,4.430944442749023,1113.2385189167685,394.58839313897715,15.105042809427298,0
bg_112,85.67395635937137,27.988898318110774,34.5516357421875,2098.0,336.4640197753906,0.8108905553817749,10.0,4.758371829986572,4368.065933568311,295.4657340538831,14.90622259016784,0
bg_113,85.59229950004492,28.061122866953983,11.85037899017334,3189.0,51.88947677612305,0.7507128119468689,10.0,4.835017204284668,10627.963116232575,2805.2807346146305,16.185850223651528,0
bg_114,85.69605491536072,27.873015646459358,35.64236831665039,2742.0,142.19898986816406,0.8192799091339111,10.0,4.626403331756592,6480.0,313.20919526731655,15.341682175895807,0
bg_115,85.57020094405557,28.061661856124456,21.424293518066406,3963.0,171.93756103515625,0.3571801483631134,100.0,4.835017204284668,11941.356706840308,1830.0,16.128090805537312,0
bg_116,85.79172549311944,28.070016188266766,32.28900146484375,4240.0,315.8309631347656,0.2545045018196106,30.0,4.568583965301514,3293.038110924318,1124.499888839479,15.6853334873736,0
bg_117,85.90491321891851,28.021237668339076,38.69322967529297,4141.0,221.60072326660156,0.21374686062335968,100.0,4.106739044189453,7412.42875176551,2788.8707392061037,15.458780112020778,0
bg_118,85.71222459047488,27.979735502212755,35.56914520263672,3535.0,76.91679382324219,0.5356276035308838,10.0,4.318940162658691,8120.2524591295805,305.9411708155671,15.415282868547372,0
bg_119,85.60550473472148,28.010188390344407,64.89756774902344,2169.0,229.86294555664062,0.5483871102333069,10.0,4.835017204284668,4999.299950993139,644.1273166075166,14.183917438355822,0
bg_120,85.82702928378535,28.124184599899174,48.87601852416992,4376.0,96.49217224121094,0.03011748008430004,60.0,3.67387318611145,10068.788407747974,1047.8549517943788,15.392414792221349,0
bg_121,85.81193758701214,27.890802289084924,22.512861251831055,2486.0,283.5524597167969,0.7068822383880615,10.0,5.7131733894348145,4838.284820057621,108.16653826391968,15.782028760289958,0
bg_122,85.60388776721005,27.919368715119923,41.6602897644043,1925.0,153.06390380859375,0.8142653703689575,10.0,5.441863059997559,2254.994456755936,408.0441152620633,14.455502565434662,0
bg_123,85.60011484301675,28.06543478031776,42.08037567138672,3166.0,243.37222290039062,0.4523859918117523,10.0,4.835017204284668,10734.174397688907,3130.511140373086,15.066961229237599,0
bg_124,85.9650105114261,27.86816474392511,33.420860290527344,2278.0,228.52247619628906,0.7298804521560669,10.0,4.586504936218262,5827.186284992097,169.7056274847714,15.060974696780884,0
bg_125,86.0175619555471,27.76090589900124,26.056358337402344,3052.0,214.1389617919922,0.44560810923576355,10.0,4.605922222137451,11440.349645006485,1368.5393673548451,15.701045288229126,0
bg_126,85.81598000579068,28.044683697254598,32.1966552734375,3769.0,202.25210571289062,0.3592892587184906,30.0,4.568583965301514,3310.619277416236,618.4658438426491,15.683767904146498,0
bg_127,85.90976412145275,27.927184058091765,48.324363708496094,2486.0,95.78944396972656,0.7838709950447083,10.0,4.404165267944336,1697.586522095413,510.8815909777921,15.034614889763306,0
bg_128,85.87769426580968,28.071363661192947,40.41397476196289,4290.0,277.6474914550781,0.3247508406639099,30.0,4.297876358032227,10765.44471910009,1050.0,15.437358419290067,0
bg_129,85.83673108885384,27.862774852220394,35.14139175415039,2493.0,153.7540283203125,0.8949301838874817,10.0,5.2028632164001465,4260.0,1143.5471131527552,15.247192141406536,0
bg_130,85.62544733402892,27.926375574336056,26.451335906982422,1439.0,112.98199462890625,0.5845824480056763,10.0,4.625964164733887,757.1657678474378,201.24611797498108,15.004024889910097,0
bg_131,86.00543469921148,27.81669127814506,38.33277130126953,3038.0,236.4423370361328,0.7807580232620239,10.0,4.383127212524414,12700.24409214248,150.0,15.156444729585996,0
bg_132,85.71842296593529,28.114482794830685,22.954212188720703,4492.0,28.468360900878906,-0.02703499048948288,100.0,4.176478385925293,5994.97289401712,6044.01356715883,16.139809943848054,0
bg_133,85.87607729829827,28.081873950017144,32.923492431640625,4744.0,-0.0,-0.06424366682767868,60.0,3.896871328353882,11068.536488623959,1434.0502083260544,15.396728803154412,0
bg_134,85.63218469865983,27.85657647675997,17.270061492919922,1770.0,242.05532836914062,0.39404964447021484,30.0,4.559855937957764,3378.43158877015,150.0,15.176608860832987,0
bg_135,85.60469625096576,28.072172144948656,37.834102630615234,3722.0,262.8157043457031,0.4418194591999054,10.0,4.835017204284668,13348.381924413161,3171.0723738193046,15.518110371274895,0
bg_136,85.66910545683713,27.727219075846758,7.5220723152160645,792.0,75.80712890625,0.6141877174377441,10.0,4.0218892097473145,1389.7481786280564,90.0,15.622047524132977,0
bg_137,85.57020094405557,27.94038929276832,33.177406311035156,1696.0,240.31863403320312,0.8448042869567871,10.0,4.808651447296143,1389.7481786280564,300.0,14.766371255645167,0
bg_138,85.59957585384629,27.92421961765417,44.689857482910156,2342.0,121.57721710205078,0.8428826332092285,10.0,5.441863059997559,2942.447960457415,402.49223594996215,14.926051478170784,0
bg_139,85.58987404877779,27.793784238400015,21.058950424194336,1042.0,337.6543884277344,0.6984894275665283,10.0,4.549545764923096,1230.0,60.0,14.938498245862005,0
bg_140,85.61897946398327,27.791897776303365,30.812599182128906,1596.0,100.95230102539062,0.7942808270454407,10.0,4.361113548278809,3842.460149435515,180.0,14.977310558668703,0
bg_141,85.74213848943604,28.09373171176752,38.70154571533203,3348.0,138.38009643554688,0.5699373483657837,30.0,4.176478385925293,2694.3273743181244,2595.9969183340727,15.247533707878269,0
bg_142,85.87769426580968,27.648796151543124,15.430784225463867,1830.0,96.73587036132812,0.42808797955513,10.0,4.407373905181885,8735.565236434331,30.0,15.775775308746539,0
bg_143,85.8537092477237,27.823159148190722,23.747211456298828,1390.0,16.931522369384766,0.7555099725723267,10.0,5.761692047119141,1596.7780058605517,161.55494421403512,14.62805066671908,0
bg_144,85.74106051109511,27.873015646459358,38.27072525024414,1745.0,93.52915954589844,0.7961254715919495,10.0,4.696327209472656,1470.0,108.16653826391968,14.526415422498584,0
bg_145,85.51145112447416,28.09858261430177,24.974567413330078,4334.0,146.5244598388672,0.25188660621643066,100.0,4.169457912445068,11223.408573156374,6930.0,15.903044820896758,0
bg_146,86.02780274978606,27.88514290279497,25.56146812438965,3582.0,168.96229553222656,0.5433693528175354,10.0,4.176967620849609,11029.886672128594,819.3900170248597,15.746969913881843,0
bg_147,85.75022332699312,28.113674311074977,44.679718017578125,3870.0,280.3736877441406,0.45170730352401733,80.0,4.430944442749023,4770.0,3834.0187792967317,15.178303865978455,0
bg_148,85.67314787561567,28.13226943745625,37.296905517578125,4926.0,177.23739624023438,-0.07206180691719055,60.0,3.9022998809814453,7654.645648232189,10594.036058084757,15.714043003783008,0
bg_149,85.63110672031888,27.932304455211245,8.543527603149414,1443.0,165.881591796875,0.8534955978393555,10.0,4.625964164733887,240.0,30.0,16.06707371052261,0
bg_150,85.56184661191327,28.127149040336768,35.707740783691406,4870.0,154.27000427246094,-0.028154851868748665,70.0,4.091997146606445,8046.266214835301,1580.9174551506478,15.936208984175428,0
bg_151,85.80762567364836,28.13685084540526,37.719120025634766,4763.0,256.6893310546875,-0.05067111551761627,60.0,3.67387318611145,9469.07598448761,3078.4736477676724,15.363900626019168,0
bg_152,85.6222133990061,27.799443624689967,31.127552032470703,1409.0,90.0,0.5790621638298035,10.0,4.361113548278809,4713.438235513434,134.1640786499874,14.663209744055328,0
bg_153,85.89386394092384,27.99105427479266,34.87800598144531,4110.0,176.98483276367188,0.36147502064704895,100.0,4.106739044189453,7003.5705179572515,699.7142273814361,15.420785675209853,0
bg_154,85.88631809253724,27.91640427468233,16.357128143310547,2684.0,34.177127838134766,0.6935146450996399,10.0,4.404165267944336,3207.8965070587924,890.4493247793498,16.026386868366334,0
bg_155,85.81759697330209,27.84633568252101,24.406742095947266,2107.0,309.9517517089844,0.797878086566925,10.0,6.791383266448975,4770.377343565182,379.47331922020555,15.504634850706122,0
bg_156,85.78364065556238,27.875980086896952,37.05594253540039,1903.0,313.31634521484375,0.8149243593215942,10.0,5.343934535980225,2370.0,0.0,15.41690262556955,0
