Aspect,Slope,LULC,NDVI,Rainfall,TWI
90.97388,43.60381,10,0.7586935,4.696327,14.914021198705337
91.1509,38.866627,10,0.77563435,4.696327,14.732416080116954
68.23812,31.436245,10,0.7754789,4.696327,14.99046673198187
105.67397,50.156128,30,0.63127226,4.696327,14.337904871655985
70.738655,39.8357,10,0.8219118,4.696327,14.337299123188362
63.499462,38.594448,10,0.8219118,4.696327,14.337299123188362
353.54498,39.164623,10,0.77713,4.696327,14.557430610491028
37.026028,36.127357,10,0.8188628,4.696327,14.893218896886694
35.41913,34.80843,10,0.77986205,4.696327,14.591814951984082
170.27524,47.307358,30,0.5935238,4.696327,14.22000306916492
161.0355,53.516422,60,0.43506116,4.696327,13.85317426563059
204.1504,43.236053,60,0.30484417,4.77441,14.489801571372151
222.98169,36.95529,30,0.4735843,4.77441,14.575460805226754
222.45631,45.88054,30,0.5926834,4.77441,14.20452164129673
197.58159,40.332905,30,0.4049125,4.77441,14.619952507229394
189.634,44.571697,60,0.32,4.77441,14.382950109421245
92.57273,47.252483,30,0.6260135,4.77441,14.23469216440487
37.329998,43.120872,30,0.62710136,4.77441,14.246799257760031
97.194954,14.4934635,30,0.46954876,4.77441,15.702776774377114
114.40755,36.660732,30,0.6551471,4.77441,15.438382260727582
91.80763,45.745377,30,0.5391989,4.77441,14.38546032199228
100.94042,30.83962,10,0.69745606,4.77441,14.848855405277735
43.88767,41.938004,10,0.72364926,4.77441,14.384675377858658
50.360474,20.837667,10,0.73469824,4.77441,14.47169612170655
24.903975,34.83965,10,0.72655076,4.77441,14.658966827128763
72.186584,32.414906,10,0.5044501,4.4527707,13.829670988851571
72.18102,46.613976,10,0.768648,4.696327,14.716292478071514
109.7701,60.54504,10,0.7749734,5.3439345,13.844060205628915
70.52628,34.20797,10,0.7998743,5.3439345,14.199238419065864
86.70043,40.155987,10,0.7821656,5.3439345,14.047867324624653
136.68938,38.69068,10,0.55358154,5.3439345,14.273734298516482
113.84427,40.06111,30,0.48355374,5.3439345,14.380473521075242
101.52905,36.08989,30,0.49084994,5.3439345,14.199397277547943
91.946945,43.61987,30,0.37091184,5.3439345,14.42323935707017
58.34387,42.779095,10,0.72587574,4.77441,14.218345899057388
73.023384,46.489166,10,0.5226863,4.77441,14.090310088129126
76.10187,43.335247,30,0.43794578,4.77441,14.05552628525935
78.88968,45.23018,30,0.49635363,4.77441,14.21709544550779
77.54198,42.002094,10,0.78594804,4.77441,14.410992470978378
76.834076,32.604244,30,0.75458837,4.77441,14.782050965076946
82.90527,52.65693,30,0.53180957,4.77441,14.450124598477364
115.81372,62.64736,30,0.40201417,4.77441,14.054592978633297
137.20824,50.503895,10,0.4460745,4.4527707,14.041207950234112
143.4052,52.225765,30,0.5315491,4.4527707,14.186576780414828
136.29175,52.406727,30,0.48527184,4.4527707,14.350975020860355
146.23349,40.58981,30,0.41430947,4.4527707,14.204092267539766
176.70583,43.731083,10,0.7599412,4.5403075,14.73892349458285
89.12732,46.74514,30,0.55345315,4.77441,14.413650282319312
112.18289,37.658657,10,0.72849476,4.5403075,14.779072917869122
161.45636,42.676327,30,0.65622646,4.5403075,15.06551837055982
116.26901,34.796696,30,0.42457232,4.5403075,14.24151780509672
133.72092,16.934505,60,0.09246488,4.90307,15.752146982986732
68.77195,44.52534,10,0.7348943,4.90307,14.42861366114555
151.14006,34.36762,30,0.42872766,4.90307,14.677289346461908
119.38493,50.674706,30,0.51566416,4.90307,14.26598176669239
52.889297,32.777817,60,0.35215053,4.90307,15.511064634928172
32.186195,34.550507,60,0.40345922,4.90307,14.673572451132973
337.44095,27.738546,10,0.7378965,4.90307,15.308917079308618
13.764425,31.66033,30,0.7018837,4.90307,15.295608559975022
75.95958,48.60095,10,0.61420465,4.90307,15.532412599386364
40.849243,39.118183,10,0.7569388,4.90307,14.874524440454008
53.029583,37.975037,10,0.7815293,4.90307,14.937696539453134
45.97148,28.177856,30,0.5591588,4.90307,15.251711080921334
44.752945,36.10837,10,0.75643677,4.90307,15.104503144578134
36.547077,30.299738,10,0.74662715,4.696327,14.979974986017169
32.47198,42.64535,10,0.45146826,4.696327,14.58943011659355
165.09128,40.508453,30,0.5211841,4.77441,14.533123923949962
174.89528,31.698847,10,0.5329275,4.77441,14.964578900032464
118.41661,45.58121,30,0.51943463,4.77441,14.33495937561838
132.34523,38.41623,30,0.4531683,4.77441,14.546060445051642
189.32825,45.485485,10,0.53803545,4.77441,14.030323415943226
174.12656,41.82937,30,0.5019185,4.77441,14.335392991817026
197.54565,49.101143,10,0.6843399,4.77441,13.758698333928455
111.04852,50.58863,30,0.19301285,4.77441,14.233717067234798
110.74296,43.825314,30,0.37688443,4.77441,14.337454439232902
107.618065,50.89118,10,0.5219753,4.77441,13.924183312487152
127.60956,42.046013,60,0.47255468,4.77441,14.120631391270107
133.17361,63.826862,30,0.4254847,4.77441,13.932257754813063
121.739136,47.123806,10,0.61706483,4.77441,13.731057732368852
144.08997,56.29195,30,0.33002058,4.77441,13.830361697300534
191.78894,32.144844,30,0.32826683,4.758372,15.269598676101658
125.44895,38.987404,10,0.6836624,4.77441,14.460471757797873
153.30348,39.192738,30,0.49517187,4.77441,14.20686640527665
165.8865,36.91104,30,0.43616852,4.77441,14.019936231818328
176.9875,34.877937,30,0.37297654,4.4527707,14.598953069299426
198.59201,32.289852,30,0.5533269,4.4527707,14.76952588631029
155.35895,33.38302,30,0.55410784,4.4527707,14.721287036813775
178.79965,41.164223,30,0.47884345,4.4527707,14.508331071589351
192.35237,27.19016,30,0.47713062,4.4527707,15.637508256642
171.02827,35.17219,30,0.5016193,4.4527707,14.676169521388186
166.22554,45.00076,30,0.45208487,4.4527707,14.39503020328419
191.22723,43.24998,30,0.5653906,4.696327,14.125619156790316
141.92638,28.13093,10,0.77312005,4.4527707,14.843122648542156
194.50072,30.336779,10,0.65351456,4.4527707,14.981873710002024
181.85165,29.547512,30,0.5491417,4.4527707,14.938663532349912
188.25404,32.535076,30,0.533132,4.4527707,14.89488401663824
202.53215,27.733948,30,0.69684356,4.4527707,14.949824291689003
197.75656,42.01469,10,0.6694397,4.4527707,14.642569057817568
190.67938,41.654594,10,0.6220998,4.4527707,14.44134512910428
138.14597,27.5462,30,0.5050281,4.77441,14.93531115848222
108.035225,36.204174,30,0.34894022,4.77441,14.674637243760358
112.190605,27.217691,30,0.4581687,4.77441,14.973246963549991
145.28708,43.977974,30,0.49199745,4.4527707,14.747350535208906
188.87169,43.53901,30,0.36646587,4.77441,14.170330504029698
182.49228,40.116184,30,0.41106656,4.77441,14.819517507164
198.13795,32.914974,30,0.2693418,4.77441,14.883324381057164
138.8312,43.416042,60,0.41117734,4.77441,14.394635162781404
137.99033,46.870453,10,0.6287635,4.77441,14.37749647751976
195.19455,39.986847,30,0.39228567,4.77441,14.511107075633456
106.74047,41.962032,10,0.8506603,4.77441,14.816761047075254
124.590836,42.378876,10,0.69356596,4.77441,14.934302791728198
125.05576,37.269344,10,0.6645985,4.77441,14.779272067892162
79.64036,28.374092,10,0.7066625,4.77441,15.029666415457118
117.46316,35.069553,10,0.57078105,4.77441,14.401768958818128
81.846,34.402935,10,0.6027237,4.77441,14.447751827909132
131.46278,43.635456,30,0.4589993,4.77441,14.011464941036143
129.93129,42.236668,30,0.42999446,4.77441,14.021719191186266
134.6756,47.25844,30,0.41359428,4.77441,13.979309595758115
92.89009,62.565346,30,0.37369183,4.77441,13.860671468594258
117.711494,56.860394,30,0.274488,4.5403075,13.74120877051825
112.57112,45.34693,60,0.46788394,4.5403075,14.77566983523315
155.86119,40.413315,30,0.35555366,4.5403075,14.837528249743002
187.67598,34.451435,10,0.5312947,4.5403075,15.328450315371978
50.974426,41.1563,30,0.3519646,4.1764784,15.275525213920702
124.92784,28.244444,60,0.09054264,4.1764784,15.299687787389146
101.184555,47.332283,30,0.4079762,4.1764784,15.035328310324989
114.27044,42.1699,30,0.55233383,4.1764784,15.104746272460126
101.29582,44.761875,30,0.4068107,4.1764784,15.703793746959157
112.73561,38.513443,30,0.40440008,4.1764784,15.198555696357698
84.69399,54.47009,30,0.36906376,4.1764784,15.139656847543987
17.175238,29.210876,60,0.38352638,4.635934,15.356037230014913
77.701416,57.929,10,0.6373006,4.90307,14.919756587545653
87.47366,47.77145,30,0.5862628,4.90307,14.8057766429529
108.09896,27.523035,10,0.5796643,4.90307,15.3037612882392
65.16699,58.895397,30,0.5295152,4.90307,13.94280776486079
70.22459,27.757862,10,0.69282514,4.90307,14.818184850335156
90.0,36.94592,10,0.5943233,4.90307,15.140544470091156
58.29301,32.894867,10,0.66572636,4.90307,15.285167275879914
122.22748,31.26193,30,0.38581192,4.90307,14.563314799298986
121.12598,39.152786,10,0.5335478,4.90307,15.066030776393744
73.22931,38.147057,10,0.7853014,4.90307,15.162632032234258
47.144596,44.2986,10,0.6897412,4.90307,14.7397595858072
48.569725,40.57101,30,0.50164896,4.635934,15.491408251311388
11.526653,39.558353,10,0.5222717,4.90307,15.296082626164033
134.687,40.42121,30,0.40558365,4.1764784,14.70731108387022
50.404797,37.30542,10,0.7536814,4.1764784,15.461439939696476
106.92231,48.042637,30,0.29577014,4.1764784,14.838382302304543
106.39018,34.54388,10,0.6372698,4.90307,14.61707755289462
29.53142,30.76761,10,0.7681564,4.90307,15.25169798563756
56.07945,24.897423,10,0.5667908,4.90307,15.758139210555871
340.62848,26.4557,10,0.36839542,4.635934,15.668548628284228
67.267944,49.550945,30,0.44529015,4.635934,15.1238670771352
50.6562,33.579422,30,0.47708368,4.635934,15.38056720338119
30.680588,38.327866,30,0.4874857,4.635934,15.499295748312433
138.80527,43.427372,60,0.24380925,4.635934,15.52602485250329
28.140879,33.460007,30,0.6212226,4.90307,15.371233666120798
329.6909,30.168228,10,0.6563397,4.90307,15.52753130642288
41.935143,32.25431,30,0.5656331,4.90307,14.902731899795416
345.07703,40.51033,10,0.7217935,4.90307,15.441056236415172
54.50781,30.349455,10,0.6426482,4.90307,14.682407711637271
338.75275,49.326164,10,0.70885044,4.90307,14.682289999714053
270.0,43.56864,10,0.64407563,4.674496,14.811712147656293
130.44894,34.939735,30,0.40134424,4.635934,15.431487364522464
108.0197,47.698208,30,0.43289176,4.635934,14.945244267047608
71.525955,35.57232,10,0.6438106,4.635934,15.23403289826303
93.44512,38.94316,30,0.47486034,4.635934,14.892663158713288
6.7984033,31.777843,10,0.6763551,4.90307,15.375193950660462
126.83509,50.545628,30,0.46214,4.1764784,14.835484645734148
86.69705,40.127117,10,0.6330567,4.3611135,14.172488528746014
216.39096,54.219807,30,0.26817256,4.674496,14.64043745619546
220.72911,53.385136,10,0.78489846,4.674496,14.860287935900686
221.31383,44.12275,10,0.617034,4.674496,14.49643130143846
152.12202,40.719074,30,0.7461664,4.674496,14.882584576679015
211.49751,57.600063,30,0.307783,4.674496,14.868235812455907
199.69145,45.890923,30,0.5923913,4.674496,14.70594870494192
214.35178,40.135063,10,0.786468,4.674496,14.758454808650871
207.97456,56.682556,30,0.31606218,4.674496,14.439591571015065
206.23027,35.13775,10,0.6986259,4.674496,14.820336249900963
224.2051,44.15763,30,0.4847535,4.674496,14.814413731527202
217.32028,41.195007,10,0.54405373,4.674496,14.359542036060988
187.15892,41.3803,30,0.7536378,4.674496,15.003880604409312
308.44867,42.338554,10,0.73613924,4.605922,14.961392579910294
264.77194,57.976513,10,0.8291908,4.383127,14.565269701218533
203.8653,39.154446,10,0.63181955,4.383127,15.055654964579247
224.10077,38.272343,30,0.483372,4.383127,15.107193405049191
218.28542,47.544827,10,0.70076257,4.9416623,14.70599756937671
206.54628,37.886738,10,0.6933622,4.9416623,15.050839110580684
203.82999,48.557205,30,0.33851707,4.383127,14.771773436000698
213.67543,47.44769,30,0.35521996,4.383127,15.176815187316
166.0112,44.545776,30,0.42944786,4.9416623,14.702795099998635
204.59396,36.786182,30,0.38378742,4.9416623,15.177353273856632
155.82262,50.34914,30,0.50817525,4.9416623,14.346381608417342
154.89801,51.369835,30,0.26941618,4.9416623,14.556394943721868
145.43825,59.683323,30,0.44117647,4.9416623,14.215741694422077
166.472,57.42353,30,0.40834743,4.9416623,14.76740279373916
194.0063,48.60553,30,0.4120439,4.9416623,14.853392079392115
196.96796,46.83631,30,0.22010495,4.9416623,14.706751677367413
150.51788,27.50513,30,0.41888,4.9416623,15.251974143101496
166.86612,46.3214,30,0.37002027,4.9416623,14.678277090494667
159.34792,41.421047,30,0.34965292,4.9416623,14.50094348720342
148.04388,28.955544,30,0.34428263,4.9416623,14.900775444415606
234.97452,49.8299,10,0.6738752,4.9416623,14.56223636518087
154.1466,14.135108,30,0.4851128,4.9416623,15.73900021498347
124.17987,51.09343,10,0.51996773,4.9416623,14.800215224398016
122.52161,43.0276,30,0.58336323,4.9416623,14.71345734841406
163.12514,34.743732,30,0.3530718,4.9416623,14.782102971172664
136.10257,46.55608,30,0.26528117,4.9416623,14.212086015814393
177.64563,41.70358,30,0.25749367,4.9416623,14.501961550425516
228.98672,55.50707,10,0.50998855,4.9416623,14.478021418435928
164.21648,54.713375,30,0.4432011,4.9416623,14.01101594361366
215.42264,60.506527,30,0.43513805,4.674496,14.41005488747854
200.30177,43.510098,30,0.61827683,4.674496,14.728733360368953
128.6768,36.913902,10,0.62940174,4.5957475,15.162097764286711
55.836082,33.54458,10,0.6451674,4.7094727,13.910906281371268
26.378506,36.53236,10,0.63416815,4.7094727,14.206089642502183
54.476963,34.85766,10,0.6372682,4.7094727,14.28009480324528
38.16722,43.444405,10,0.7616564,4.7094727,14.025937865458843
308.06097,39.14504,10,0.55825627,4.586505,14.431107409205843
313.24255,49.754528,10,0.46491414,4.586505,14.665788225169043
272.35446,38.240944,10,0.59915906,4.586505,14.375214919706863
278.97055,46.07278,10,0.59906155,4.586505,13.858976504343202
287.8212,46.61052,10,0.4333954,4.586505,13.579331079948645
288.4686,40.980953,30,0.6110444,4.586505,14.546579285415852
242.71867,26.309368,60,0.46861508,4.586505,14.823743520109533
281.53146,25.913313,60,0.41291904,4.586505,14.783666761998797
266.83725,41.354618,30,0.44491526,4.586505,14.26897705436687
266.9329,31.177612,60,0.35107654,4.586505,14.70617694272667
257.25595,38.91051,60,0.35051244,4.586505,14.525607868770033
247.80003,37.638416,30,0.50152254,4.9416623,14.580186144209751
291.02856,24.281197,30,0.43985954,4.9416623,14.768094973884995
273.0987,41.93617,30,0.54746497,4.9416623,14.04244837307544
268.38358,59.84944,10,0.38035187,4.9416623,14.04057572471472
270.81708,48.622208,10,0.59145266,4.9416623,14.091787454573184
274.10083,53.63665,10,0.67256236,4.9416623,13.792776990387685
303.32767,40.511517,10,0.7045858,4.9416623,14.520199305193469
214.83585,37.566162,30,0.38213998,4.9416623,14.363949790613088
226.03142,40.009842,10,0.673138,4.9416623,14.528702710701072
215.63162,54.73298,10,0.60939837,4.9416623,14.028055253504808
236.97166,36.593334,10,0.5949241,4.586505,14.19921609612297
266.5105,28.009367,10,0.71130836,4.586505,13.81835970059221
315.30106,28.659554,10,0.55359393,4.9416623,14.206590980711171
184.04256,37.916847,30,0.25581396,4.9416623,14.858825645756673
173.67406,39.714172,30,0.40843257,4.9416623,14.741454206363752
237.71935,37.15337,10,0.4619829,4.9416623,14.331820445187097
245.14368,22.958399,30,0.3122388,4.9416623,14.73507762678405
250.23732,31.897156,10,0.43196127,4.9416623,14.449290252667328
249.52048,41.31821,30,0.63247865,4.9416623,13.87163825002018
246.71681,36.39599,10,0.6087836,4.9416623,14.064155716704684
149.92703,37.485954,30,0.5316642,4.9416623,14.05180985846336
175.95824,27.442862,30,0.46257585,4.9416623,14.236660540603417
165.5111,30.33545,30,0.46257585,4.9416623,14.236660540603417
148.00375,35.954296,30,0.50177705,4.9416623,14.03486663553976
149.97902,40.074547,30,0.54215217,4.9416623,13.94802738267886
312.12943,47.35896,10,0.574141,4.9416623,14.71501763350818
320.33505,32.246365,30,0.5726808,4.9416623,14.724825025135502
294.85672,22.958096,10,0.5399188,4.9416623,14.709673085010168
286.77805,40.06955,10,0.60784316,4.9416623,14.426260175918792
267.02194,31.929647,10,0.40349838,4.9416623,14.83776933650148
206.68196,26.065985,10,0.33429188,4.9416623,14.713733643665496
206.00195,42.569122,10,0.3747573,4.9416623,14.6125416661753
198.31212,34.957466,10,0.45428672,4.9416623,14.788588936430283
205.62767,30.646006,10,0.3112245,4.9416623,14.798383403101209
219.8004,38.683083,10,0.4307229,4.9416623,14.698717146425432
210.38368,26.869276,30,0.6307449,4.9416623,15.14515338321598
163.733,46.274174,30,0.4214156,4.9416623,14.569301049799847
182.53891,39.5699,60,0.06248868,4.9416623,14.78888098398136
167.00601,39.147156,30,0.374275,4.9416623,14.658685867553071
201.75697,41.633812,30,0.61275476,4.9416623,14.463006331074205
212.98993,46.183052,10,0.59754395,4.9416623,14.98660415145549
224.36215,39.955105,30,0.29542646,4.9416623,14.60051368444696
219.12372,49.94373,30,0.5014111,4.9416623,14.213163390857986
277.81906,39.791504,10,0.73637044,4.758372,15.201613229352755
185.10146,31.698717,60,0.20225385,4.9416623,14.609651254084664
257.11978,47.447037,10,0.4912151,4.586505,14.007759674891044
280.22855,42.352367,10,0.549386,4.586505,13.95969874146722
280.22855,42.352367,30,0.32003272,4.586505,14.22190421841326
270.0,29.580502,30,0.48171845,4.586505,14.824355158261604
237.72769,37.159733,60,0.26361868,4.586505,15.192580217690072
224.5711,35.161964,30,0.40731925,4.586505,14.748785835134235
254.49785,44.09969,30,0.37875515,4.586505,14.286333564811176
210.21725,31.724134,30,0.37821782,4.9416623,14.401138759942867
211.3897,50.06911,30,0.34159482,4.9416623,13.828651272339007
232.08522,44.266224,10,0.5941945,4.586505,14.728238488628074
292.5368,44.169136,10,0.59527826,4.586505,14.526631508563067
18.180231,27.842484,10,0.4709518,4.586505,14.974233527774173
253.93668,39.31893,30,0.6992978,4.9416623,14.607091546430734
210.63863,49.846706,30,0.37502852,4.9416623,13.869283488166
164.7625,42.17626,30,0.4299517,5.2217073,13.853915335342151
172.36815,51.144066,30,0.55388564,5.2217073,14.08830564309464
90.0,32.648983,60,0.6020352,4.967406,14.795368237383752
152.66113,32.530212,10,0.8003151,4.967406,14.619308419285204
164.50017,41.6797,30,0.41520655,4.967406,14.150072152687663
111.454094,19.497398,10,0.530137,4.967406,14.98891558729215
92.97746,31.934769,10,0.6922792,4.967406,14.438453399586194
60.29573,33.159016,10,0.74799615,4.967406,14.573255509277931
68.54476,35.302265,60,0.623483,4.967406,14.655788982218592
143.8073,34.293312,30,0.3990178,4.804811,14.776009298150054
197.68771,33.53039,30,0.4204244,4.967406,14.59508788683802
306.19516,33.340363,60,0.4635099,4.804811,14.794292837571591
308.3479,23.91954,10,0.6997302,4.607892,15.016179549922882
322.36304,24.214378,10,0.69448125,4.607892,15.05948460064312
41.3362,30.203787,10,0.7772222,4.804811,14.906327553306966
63.995438,30.571917,10,0.6210599,4.804811,14.822770425748466
97.946045,19.356169,10,0.67543095,4.607892,15.465461959879171
202.15813,23.60368,10,0.42744106,4.607892,15.113759351451185
129.38065,33.558727,10,0.76095027,4.607892,14.562154758423924
217.02193,16.915934,10,0.57997376,4.607892,15.283909943832963
174.75914,31.025307,10,0.4672619,4.607892,15.08208070183496
129.45416,34.520187,60,0.37451738,4.607892,14.705731519635345
124.90965,40.317524,10,0.14669926,4.607892,14.876572138242196
262.54926,26.5347,30,0.5063723,4.635934,15.21018728667534
162.42409,23.00178,10,0.38650703,4.607892,14.988784384439109
154.66188,37.602226,10,0.54278207,4.607892,14.625642506529251
256.31363,28.69324,30,0.5744893,4.758372,14.456369121215214
200.65924,25.03761,10,0.81842697,4.607892,15.140779722353953
186.71997,38.0392,10,0.5926654,4.607892,14.825517531900276
205.86295,32.196007,10,0.54744285,4.607892,14.71731702290251
219.35341,39.942444,60,0.40085158,4.607892,14.617295013973871
171.95248,33.18271,10,0.6700935,4.607892,14.835318062908446
198.74109,27.149792,10,0.45477998,4.804811,15.02709538537535
213.8291,27.750887,10,0.5034289,4.804811,14.97038566901072
185.87004,28.236345,30,0.51739895,4.804811,14.708843787461593
217.72931,37.874195,10,0.592035,4.804811,14.844959052802825
225.39592,33.763973,10,0.77506596,4.804811,14.80933505588837
228.51518,20.130865,10,0.6110206,4.804811,14.84300764198876
253.57648,32.20254,10,0.6231343,4.804811,14.77195472209698
267.69824,38.872673,10,0.3387437,4.804811,14.619374991152522
253.04207,29.030443,10,0.13113849,4.804811,14.821773718529066
306.19342,52.765953,10,0.39748535,4.607892,14.001294778145224
301.5946,26.306509,30,0.50070775,4.607892,14.734675135257843
283.38937,26.074186,10,0.7410536,4.607892,14.902806107719272
290.5089,26.941763,60,0.733895,4.607892,15.404741865869047
260.50378,34.48231,10,0.6455484,4.607892,14.89901769777869
180.0,38.42148,30,0.48349005,4.463525,13.997238552242884
183.97958,46.52627,30,0.40754104,4.463525,13.804407404345495
208.52423,43.772892,10,0.4817323,4.463525,13.872529722143264
208.48564,42.641117,10,0.73481685,4.463525,13.95534904825212
136.27264,30.217594,10,0.24844407,4.463525,14.280699514857911
189.76077,37.073784,30,0.19384974,4.463525,14.217017951351735
181.2219,40.634445,30,0.19441141,4.463525,13.9999049676034
183.23506,32.9652,10,0.39147708,4.463525,13.99556015724052
193.31168,35.575863,30,0.14988399,4.463525,13.9650167864388
134.49632,34.718353,10,0.7544236,4.4971914,14.857944169493132
353.75232,26.785519,10,0.8026303,4.559856,15.59845545565866
180.0,55.534718,30,0.5945587,4.6264033,13.98654190977534
166.99812,39.14805,30,0.5132128,4.6264033,14.661760417338463
191.0381,25.561499,30,0.5961504,4.6264033,14.814296633062987
191.0381,25.561499,30,0.55125326,4.6264033,14.89348684297396
195.7937,31.200075,10,0.631678,4.6264033,14.880755347769776
212.73503,40.25596,60,0.73800737,4.6264033,15.040578709008368
172.83478,36.285492,30,0.4999236,4.6264033,14.710552330147966
149.15675,34.166843,30,0.4779101,4.6264033,14.692865833786833
203.60551,37.858044,10,0.6372427,4.6264033,14.86163661999714
176.84082,33.612335,30,0.4855884,4.625964,14.771342283272633
159.84859,32.53798,30,0.49273542,4.625964,13.982927162812738
199.07182,50.9617,30,0.57420325,4.625964,14.078122730394233
214.17207,41.362514,30,0.5834631,4.625964,14.332937621715256
210.23737,31.729378,60,0.5767196,4.625964,14.62416733359358
195.19264,39.986595,60,0.48533905,4.625964,14.632493490284224
188.93102,30.53686,50,0.3870773,4.625964,14.906702995673523
181.11719,43.200203,60,0.2817552,4.6264033,14.80490962657098
180.0,37.84767,10,0.2895912,4.6264033,14.74987142937793
186.08969,40.788303,10,0.6995773,4.6042256,14.835759678281027
159.3458,46.06768,10,0.7076768,4.4971914,14.49813255875874
131.48561,37.145504,10,0.66284484,4.4971914,14.929929974967148
146.12224,31.96148,10,0.4720308,4.4971914,14.83284245241344
148.23264,38.648804,30,0.52067745,4.4971914,14.34276062015097
154.84,49.297344,10,0.70672417,4.4971914,14.084615768689506
158.40749,34.852566,10,0.60439104,4.4971914,14.280209605944496
129.28722,43.40727,10,0.5098292,4.6042256,14.515910236765285
84.94627,20.179817,10,0.74031186,4.6042256,15.043291607489772
182.44542,40.653805,10,0.70188427,5.2217073,14.217278190707749
177.90923,45.12322,10,0.5242957,5.2217073,14.0519121740703
76.68299,46.510635,10,0.80719423,4.496347,14.783867360980445
132.56128,51.749027,60,0.27511656,4.496347,14.422714161841924
102.12816,54.206566,10,0.68433297,5.2217073,14.522547079058036
109.46258,25.912355,10,0.5633988,5.2217073,15.309673991971252
137.19672,36.05816,10,0.68364,4.987441,14.884260632236828
70.92966,24.032328,10,0.84348345,5.2217073,15.498914506595298
69.881645,38.66221,10,0.8120711,4.987441,15.30476127088921
172.35156,43.939545,30,0.43281588,5.2217073,14.65127308355866
224.5914,35.17138,10,0.6440481,5.2217073,14.82409605769718
226.50127,34.2939,10,0.6140813,5.2217073,15.014572444966824
197.15553,36.70187,30,0.57530046,5.2217073,14.86085840679274
220.87857,36.051872,10,0.7742769,5.2217073,14.68074576281152
121.275345,34.449604,10,0.62631357,5.2217073,14.34261022430078
94.73553,30.465912,10,0.76980895,4.496347,15.16272341607034
93.16098,30.418695,30,0.549785,4.496347,15.37903007291269
190.3427,27.026556,30,0.41178182,4.625964,15.019936388966125
222.1515,28.628864,30,0.3546798,4.625964,14.914856631391435
262.25742,35.789246,10,0.49331126,4.625964,14.68334324171388
271.15067,38.872513,30,0.56601816,4.625964,14.629022685476857
227.49797,33.856873,30,0.45698214,4.625964,14.76180978355746
221.12045,36.94651,30,0.49247015,4.625964,14.94318271389434
216.49872,27.635193,30,0.35792446,4.625964,14.69155083245456
275.76642,32.80016,30,0.5010274,4.548963,14.982124708317214
213.05165,57.087772,30,0.32708126,4.548963,14.459956682559849
243.33932,42.04776,10,0.7291961,4.548963,14.985537905604946
242.98903,46.91802,10,0.6702921,4.548963,14.4890119535076
246.16367,40.069958,10,0.8071773,4.548963,14.452510982056944
247.31824,55.760563,10,0.8316572,4.548963,14.41275386552902
352.83386,23.77401,30,0.7068499,4.548963,15.522423955875484
344.92178,35.150463,10,0.64123374,4.548963,15.23403999516815
347.91397,31.488491,10,0.82560295,4.548963,15.220603994839202
263.42517,40.306625,10,0.78,4.548963,14.710440762131164
241.32133,41.2516,10,0.7146758,4.548963,14.744199832314044
9.18297,24.661846,10,0.73733383,4.548963,15.183821633659084
10.343657,27.026627,10,0.7638275,4.548963,15.28269589012615
5.2422614,31.025364,10,0.8236375,4.548963,15.249215925206704
341.40613,32.29014,10,0.8068235,4.548963,14.983234482792088
335.6467,28.060526,30,0.8096708,4.548963,15.392658358819702
182.6626,49.791504,30,0.22831978,4.4041653,13.951380609953109
211.68506,22.709835,30,0.5780822,4.4041653,15.197870361648294
288.6972,42.269337,10,0.81354725,4.4041653,14.692688319212277
234.26363,57.66682,10,0.38448846,4.4041653,14.000495509923228
258.89026,33.904247,30,0.46302465,4.4041653,14.767348533115795
143.86751,61.78718,30,0.59573436,4.4041653,14.51433772289128
219.22452,51.885227,30,0.25881168,4.4041653,15.171931593302237
151.57614,59.43719,30,0.23382114,4.4041653,14.125362236723394
115.23294,31.281376,30,0.43282497,4.4041653,14.845491771527582
79.412704,44.10249,30,0.2896305,4.4041653,14.466196573369464
155.89287,37.32857,30,0.24947146,4.4041653,14.65354394923152
118.36646,36.854385,30,0.5379085,4.4041653,15.038134590734474
136.10793,41.940113,30,0.4364361,4.4041653,14.994872378145631
141.91858,53.20052,30,0.28073266,4.4041653,14.73120622582337
256.66495,37.66931,30,0.5689342,4.6328516,15.113195197668256
318.9519,15.59127,10,0.7630922,4.3121977,15.190254496035369
-0.0,37.84767,60,0.72556114,4.3121977,14.600703333484615
42.162487,28.633047,60,0.5909835,4.3121977,15.14889149950231
20.259323,38.440517,60,0.5870398,4.3121977,14.913524297692764
327.68472,33.074196,10,0.7739517,4.3121977,14.733274052802289
313.427,19.454428,60,0.7661664,4.3121977,15.631669411616327
326.4332,29.396748,10,0.7709689,4.3121977,15.035679635083708
191.2973,54.523167,10,0.47274363,4.3121977,14.183640933471972
214.63554,49.255657,30,0.3704137,4.3121977,14.546157216134118
316.87103,59.32288,10,0.7405772,4.1832337,14.050987765502065
36.026443,63.68041,10,0.98527867,4.1832337,13.827116066694204
265.46884,50.875698,10,1.0,4.1832337,14.34165862969299
278.5711,37.246174,10,0.7193693,4.758372,15.074937185924732
66.19056,38.72885,30,0.33167908,4.541609,15.288504188978932
181.44243,36.080097,30,0.4052748,4.541609,15.282415064179144
75.55912,24.436226,10,0.74084276,4.726099,14.62778483952082
89.25608,51.268368,30,0.58043283,4.726099,14.851499845056455
191.3058,29.304447,30,0.4219196,4.835017,15.57416391090965
161.65553,34.962498,30,0.511121,4.835017,15.359984715420364
123.08489,42.591892,30,0.4130168,4.835017,14.855670966815053
