Aspect,Slope,LULC,NDVI,Rainfall,TWI
20.227312,38.43477,10,0.77559054,4.780184,14.839663285115147
3.0322597,46.053574,10,0.82510823,5.2163897,14.57616845194276
357.91223,45.12316,10,0.79620034,5.2163897,14.538689077053258
327.07388,59.774517,10,0.68701553,5.2163897,14.064541377174145
311.50314,27.157692,10,0.4519573,5.2163897,14.805248152901951
24.074816,37.3216,10,0.587793,5.2163897,14.770445827053909
348.91245,58.25942,10,0.8010949,4.780184,14.023181142752538
37.76158,35.6279,10,0.85515547,4.780184,14.99713198856943
322.63257,37.00244,10,0.6754855,5.3619227,13.971711230284962
186.44847,33.089615,30,0.31438348,4.3611135,14.366576465086316
259.96396,39.89602,10,0.7064897,4.263062,14.088466618108235
104.68837,56.869225,10,0.5767801,4.5418735,13.888295132791733
147.27528,44.460304,30,0.46787903,4.3611135,13.79832510966304
106.43282,53.939762,10,0.7463515,4.263062,14.078901549896932
114.53734,31.950829,10,0.7301868,4.4971914,13.980012516693384
132.47052,34.809246,10,0.60411114,4.496347,14.707124554989964
104.57066,17.834545,10,0.819016,4.496347,15.09723980659695
118.91547,26.665186,10,0.7075438,4.496347,15.073819949651304
175.86871,37.336655,10,0.69491524,4.496347,14.998296277575964
186.09354,40.78851,10,0.7178757,4.496347,14.807842053950043
172.14308,33.821613,30,0.5731629,4.496347,14.793873797467311
151.00351,42.20421,10,0.7007313,4.496347,14.592822948755778
164.20448,31.2003,10,0.69736093,4.496347,15.102296987374476
142.97418,38.335915,10,0.48507172,5.103636,14.13768915026156
163.82262,33.31899,30,0.4834244,5.103636,14.206649256085852
154.1322,32.197067,30,0.4798651,5.103636,14.266166376563955
165.74924,39.29636,30,0.5966574,5.103636,14.246583549833474
176.84111,33.612328,30,0.38400432,5.103636,14.410125655907564
171.02898,35.17214,30,0.46890044,5.103636,14.164260737971809
166.73654,38.60063,10,0.5891892,4.607892,14.36042974726038
168.37546,36.023785,30,0.5251054,4.607892,14.505023200231292
181.70549,31.608469,30,0.36541063,4.496347,14.561947230160836
195.00133,32.49057,10,0.55368716,5.2217073,14.701363453385786
201.31314,26.743933,30,0.54208755,4.607892,14.872321680907296
229.73509,29.944399,10,0.5795574,4.607892,14.743648665073486
229.64078,32.002724,30,0.5366902,4.607892,14.807442653297583
