longitude,latitude,Aspect,Slope,LULC,NDVI,Rainfall,TWI
85.9729208502281,27.804735385027733,124.60347,48.02769,30,0.83489096,4.383127,14.630927400892922
85.97382645749934,27.805739678467443,113.85827,40.045513,10,0.5462857,4.383127,14.522993134493307
85.9780776718157,27.80592321057497,227.08043,44.26407,30,0.4045847,4.383127,14.629368609289447
85.93771904251265,27.785728243465154,139.20049,49.62716,30,0.36764705,5.2163897,13.844866607213996
85.92416213677018,27.78429225921749,144.3475,46.0111,30,0.5238923,5.2163897,13.66580463548293
85.92300160498088,27.797025370153644,177.91158,26.663717,30,0.26658696,5.2163897,14.923754110794878
85.92340168459582,27.79775362723108,181.2698,39.549183,10,0.33682588,5.2163897,14.483614829536911
85.92859936640484,27.79817090943033,157.65363,37.599663,10,0.5569834,5.2163897,14.860761559318876
85.92575994238156,27.79949861121675,177.46161,39.56989,30,0.31655315,5.2163897,14.527457829717052
85.92636134985838,27.79890723669247,174.46548,29.649637,30,0.38674992,5.2163897,14.443335425982449
85.92615674811056,27.798149348910098,162.9772,39.097828,10,0.3125386,5.2163897,14.733217338748265
85.93579392933783,27.81339709157548,256.52893,42.09333,10,0.68897957,4.9416623,14.52745590334147
85.93056739743459,27.808000478417725,-0.0,45.56248,10,0.5804878,4.9416623,14.40447530470612
85.92715601117563,27.80831075858564,339.6214,50.40018,10,0.579288,4.9416623,14.204625960830525
85.92657548008795,27.80756404328956,336.404,57.24698,10,0.48158255,4.9416623,14.088468383916592
85.92818008125212,27.80776028484553,0.8752873,50.14824,10,0.4949644,4.9416623,14.236726072970809
85.92928327639954,27.808474364682205,3.6963944,29.585878,10,0.6956688,4.9416623,14.956436829959058
85.92569347830828,27.80176923123647,290.7617,39.419807,10,0.7042017,5.2163897,14.849192164943666
85.92242972155572,27.797965652229323,250.1058,40.572895,10,0.5022915,5.2163897,14.60390996100854
85.84942197922433,27.82314192853374,19.891644,23.28565,10,0.4656427,5.761692,15.024110909120688
85.93420073792365,27.8016858198202,128.46031,48.871387,30,0.3112155,5.2163897,14.406966656661341
85.83175875213708,27.757413640534413,183.08018,34.249775,10,0.44407457,5.6687784,13.94617299000624
85.5890194462875,27.93641065513173,203.83191,35.963287,10,0.7995929,5.441863,14.762608733042848
85.93417320020193,27.79983349104638,140.69554,50.506207,30,0.66180134,5.2163897,14.282241673028672
85.9329472041279,27.79831459417169,145.0153,39.687,10,0.58882684,5.2163897,14.607861963028519
85.94003982035915,27.80034880712598,199.83904,38.966953,10,0.61162645,5.2163897,14.678652073679896
85.9596913398223,27.81702396836746,153.68016,30.024471,30,0.39957264,4.9416623,15.124146268922068
85.96479580976082,27.79037787228536,160.39682,51.438686,30,0.242223,5.2163897,14.34266380232403
85.98138946496933,27.82163488739081,115.8732,32.236492,30,0.38034606,4.383127,15.346314701365603
85.95635387573834,27.813088035429217,167.57895,51.921494,10,0.43649948,4.9416623,14.220027697101303
85.96835536995651,27.81001802947463,210.63445,38.31456,10,0.6010767,4.9416623,14.860747051855904
85.98332763676522,27.818551817665668,132.91621,44.265873,30,0.6213518,4.383127,15.102175687300752
85.98240206496537,27.822325467093787,97.55673,20.268213,30,0.40125173,4.383127,15.86297994591144
85.9827689232729,27.820792986544514,110.22908,49.48912,30,0.48999014,4.383127,14.68165825294056
85.87433748294748,27.82798322281872,198.31233,34.9575,30,0.35487628,5.761692,14.034141414166436
85.4953221205932,27.946364876389136,149.9701,41.30869,30,0.1212954,4.5461755,14.672465414070532
85.52679247019996,27.93450578161548,141.115,58.9909,10,0.670936,5.2217073,14.700309292496964
85.52575522358639,27.93231846187513,154.12279,37.07669,60,0.38504907,5.2217073,14.581070826493125
85.49275708552011,27.9288483156568,56.695744,40.529102,10,0.8159649,4.496347,14.751115243674395
85.49642154958806,27.949571988495144,139.78148,60.389526,10,0.73587126,4.5461755,13.55533567897455
85.65423982257364,27.89589661141625,221.16399,43.41394,50,0.25329223,4.625964,14.438012291831436
85.654337526867,27.89490543518357,211.4501,35.072224,30,0.3997492,4.625964,14.859187824342381
85.65435942769201,27.895515957902592,229.78957,28.882471,60,0.46953404,4.625964,14.47382379208665
85.65486794408734,27.89517058691532,222.15062,33.226265,60,0.14830177,4.548963,14.633031452336906
85.6540333259118,27.89721331604304,206.07224,33.695385,60,0.4536817,4.625964,14.735183535818319
85.59196937552156,27.798237792823688,156.13759,22.152197,10,0.50554067,4.549546,14.702561471198994
85.47845186720527,27.86987378640437,276.8737,22.086023,10,0.4676282,4.607892,15.108600994592175
85.51882501382117,27.908733139451268,59.802982,40.98964,10,0.77272725,4.496347,14.153043376308137
85.51832222615202,27.905404850332328,78.40663,46.319546,10,0.6429624,4.496347,14.227303792643204
85.49176179383343,27.83785205972959,117.852234,59.50204,10,0.60140824,4.804811,13.765828359640093
85.47786590787275,27.837040475776536,220.89896,45.18737,60,0.3794991,4.804811,14.392601791906094
85.47612192651859,27.868586870976166,143.97551,40.051987,10,0.66550255,4.607892,14.569689345339839
85.51018113529346,27.89855712452836,169.83014,53.442406,10,0.5423411,4.496347,14.274720049355242
85.4967061568623,27.90456582783285,150.49951,44.043415,10,0.44874564,4.496347,14.657032756608963
85.49107371555549,27.90409504606614,207.49782,42.379574,10,0.48710683,4.496347,14.811795946434906
85.49195128474781,27.903200201104795,175.37909,34.298035,30,0.37448558,4.496347,14.920235493421464
85.65203403365645,27.75869297394389,189.8625,32.651463,10,0.5709545,4.3611135,14.58985148553772
85.65245447001298,27.75765641335188,219.29362,31.240522,10,0.48783407,3.9692416,14.420849268834798
85.56802322654283,27.778729201488275,24.61782,33.378128,10,0.6037028,4.549546,14.055150201790727
85.5630746441098,27.77791738760816,335.2753,25.695961,30,0.25410733,4.463525,14.497214309943368
85.87140872271326,27.75760878465404,308.089,39.12752,10,0.6147129,5.719096,13.659179031315947
85.59579450459191,27.744547769141345,,,0,,4.5083346,
85.93773942082139,27.72241170334207,355.46735,42.787277,10,0.7489481,4.780184,14.635793007729427
85.95680462431424,27.98813323296377,143.26294,41.630196,30,0.34259903,4.106739,15.315973873323081
85.9271389952118,27.75254675981621,244.11249,32.223183,10,0.8453691,4.780184,14.743881390699624
85.9488854300373,27.747618289675927,11.871889,35.42381,10,0.78927565,4.780184,14.75245841358525
85.6765286212418,27.751641853074112,242.0324,42.983402,10,0.5033122,4.021889,14.213611352341372
85.73843780302849,27.755169687014625,342.68628,26.184528,30,0.6819299,4.136266,15.195537349225935
85.70985614641671,27.657254709181228,122.78862,25.560513,30,0.2514235,3.552036,14.077065050164004
85.94222867468315,27.74230435384973,228.48953,33.403748,30,0.36915886,4.780184,15.171569927685512
85.92089945072215,27.747760664584195,324.84006,56.73927,10,0.74913293,4.780184,14.020918354738166
85.92027020877677,27.74707094407147,310.87106,47.42614,10,0.76985943,4.780184,14.505322020737248
85.91958629123444,27.748700472507217,294.97552,20.97615,10,0.7174178,4.780184,14.84985759263358
85.91799957722547,27.74162955014142,225.76746,45.59697,10,0.5786133,4.780184,14.440242000563872
85.9335947318998,27.74827451475804,267.54794,48.620514,10,0.70505923,4.780184,14.569866759917845
85.9415862315965,27.742700182085677,220.0081,36.490147,30,0.46329114,4.780184,14.922001582086377
85.9209668890966,27.735979709780644,242.2768,33.47071,30,0.45232558,4.780184,14.730008835428618
85.49385314865592,27.85623802757023,333.93628,33.69346,10,0.66684824,4.607892,14.39241236581892
85.62705095491403,27.99221842514057,206.83966,40.453617,30,0.6015276,4.772528,14.443658018918962
85.49001833048419,27.854662656004724,351.3099,31.21181,10,0.59922296,4.607892,14.909240132310549
86.0056288941357,27.765282359364324,239.46326,45.553787,10,0.7449284,4.674496,14.721058625852912
85.4416497904068,27.94244289990381,0.0,0.0,0,,,
85.54053570648878,27.987197931547644,178.67607,38.428925,10,0.72452444,4.726099,14.653859274869486
85.57565468392582,27.969406466334743,169.31349,41.655262,60,0.45351008,4.8086514,14.922236940646174
85.90145383248989,27.63893790295222,170.50621,41.54988,30,0.56142586,4.343434,14.85008647144395
85.90170339702384,27.63960707419466,149.9007,34.69481,10,0.62139916,4.343434,14.089627280377904
