longitude,latitude,Aspect,DEM,Slope,LULC,NDVI,Rainfall,TWI,River,Road
85.68340716776686,27.994752481171734,333.37643,2482,47.844563,10,0.7416717,4.758372,14.825803092513475,5589.749547162199,510.8815909777921
85.9729208502281,27.804735385027733,124.60347,2091,48.02769,30,0.83489096,4.383127,14.630927400892922,8147.913843432562,234.30749027719963
85.97382645749934,27.805739678467443,113.85827,2041,40.045513,10,0.5462857,4.383127,14.522993134493307,8246.453783293762,268.3281572999748
85.9780776718157,27.80592321057497,227.08043,2129,44.26407,30,0.4045847,4.383127,14.629368609289447,8727.319176012757,108.16653826391968
85.93771904251265,27.785728243465154,139.20049,1205,49.62716,30,0.36764705,5.2163897,13.844866607213996,4200.0,108.16653826391968
85.92416213677018,27.78429225921749,144.3475,1055,46.0111,30,0.5238923,5.2163897,13.66580463548293,2700.0,84.8528137423857
85.92300160498088,27.797025370153644,177.91158,1846,26.663717,30,0.26658696,5.2163897,14.923754110794878,2580.0,0.0
85.92340168459582,27.79775362723108,181.2698,1918,39.549183,10,0.33682588,5.2163897,14.483614829536911,2610.0,30.0
85.92859936640484,27.79817090943033,157.65363,1873,37.599663,10,0.5569834,5.2163897,14.860761559318876,3180.0,120.0
85.92575994238156,27.79949861121675,177.46161,2009,39.56989,30,0.31655315,5.2163897,14.527457829717052,2880.0,60.0
85.92636134985838,27.79890723669247,174.46548,1950,29.649637,30,0.38674992,5.2163897,14.443335425982449,2940.0,42.42640687119285
85.92615674811056,27.798149348910098,162.9772,1879,39.097828,10,0.3125386,5.2163897,14.733217338748265,2910.0,0.0
85.93579392933783,27.81339709157548,256.52893,1850,42.09333,10,0.68897957,4.9416623,14.52745590334147,4262.640027025505,30.0
85.93056739743459,27.808000478417725,-0.0,1838,45.56248,10,0.5804878,4.9416623,14.40447530470612,3536.43888678993,30.0
85.92715601117563,27.80831075858564,339.6214,1753,50.40018,10,0.579288,4.9416623,14.204625960830525,3169.511003293726,108.16653826391968
85.92657548008795,27.80756404328956,336.404,1849,57.24698,10,0.48158255,4.9416623,14.088468383916592,3094.802093834111,134.1640786499874
85.92818008125212,27.80776028484553,0.8752873,1849,50.14824,10,0.4949644,4.9416623,14.236726072970809,3267.935127875093,180.0
85.92928327639954,27.808474364682205,3.6963944,1756,29.585878,10,0.6956688,4.9416623,14.956436829959058,3408.005281686048,94.86832980505139
85.92569347830828,27.80176923123647,290.7617,2010,39.419807,10,0.7042017,5.2163897,14.849192164943666,2887.6461001999533,134.1640786499874
85.92242972155572,27.797965652229323,250.1058,1891,40.572895,10,0.5022915,5.2163897,14.60390996100854,2520.0,30.0
85.84942197922433,27.82314192853374,19.891644,1454,23.28565,10,0.4656427,5.761692,15.024110909120688,2040.2205763103163,108.16653826391968
85.93420073792365,27.8016858198202,128.46031,2053,48.871387,30,0.3112155,5.2163897,14.406966656661341,3815.783012698704,90.0
85.83175875213708,27.757413640534413,183.08018,869,34.249775,10,0.44407457,5.6687784,13.94617299000624,0.0,30.0
85.5890194462875,27.93641065513173,203.83191,2135,35.963287,10,0.7995929,5.441863,14.762608733042848,3420.0,313.20919526731655
85.93417320020193,27.79983349104638,140.69554,1931,50.506207,30,0.66180134,5.2163897,14.282241673028672,3810.0,67.0820393249937
85.9329472041279,27.79831459417169,145.0153,1841,39.687,10,0.58882684,5.2163897,14.607861963028519,3690.0,108.16653826391968
85.94003982035915,27.80034880712598,199.83904,1926,38.966953,10,0.61162645,5.2163897,14.678652073679896,4470.402666427264,192.09372712298546
85.9596913398223,27.81702396836746,153.68016,2376,30.024471,30,0.39957264,4.9416623,15.124146268922068,6931.233656427981,835.7032966310471
85.96479580976082,27.79037787228536,160.39682,1777,51.438686,30,0.242223,5.2163897,14.34266380232403,7230.0,42.42640687119285
85.98138946496933,27.82163488739081,115.8732,2914,32.236492,30,0.38034606,4.383127,15.346314701365603,9380.218547560606,684.7627326307996
85.95635387573834,27.813088035429217,167.57895,2303,51.921494,10,0.43649948,4.9416623,14.220027697101303,6440.01552793159,330.0
85.96835536995651,27.81001802947463,210.63445,2228,38.31456,10,0.6010767,4.9416623,14.860747051855904,7704.803696396164,134.1640786499874
85.98332763676522,27.818551817665668,132.91621,2617,44.265873,30,0.6213518,4.383127,15.102175687300752,9527.586263057396,424.26406871192853
85.98240206496537,27.822325467093787,97.55673,2863,20.268213,30,0.40125173,4.383127,15.86297994591144,9511.703317492615,702.9224708315988
85.9827689232729,27.820792986544514,110.22908,2759,49.48912,30,0.48999014,4.383127,14.68165825294056,9502.615429448884,706.1161377563892
85.87433748294748,27.82798322281872,198.31233,1128,34.9575,30,0.35487628,5.761692,14.034141414166436,0.0,108.16653826391968
85.4953221205932,27.946364876389136,149.9701,2062,41.30869,30,0.1212954,4.5461755,14.672465414070532,6332.771904940206,523.9274758971894
85.52679247019996,27.93450578161548,141.115,1975,58.9909,10,0.670936,5.2217073,14.700309292496964,2664.4323973409423,212.13203435596427
85.52575522358639,27.93231846187513,154.12279,1779,37.07669,60,0.38504907,5.2217073,14.581070826493125,2608.6203249994046,30.0
85.49275708552011,27.9288483156568,56.695744,2176,40.529102,10,0.8159649,4.496347,14.751115243674395,6012.362264534631,174.92855684535903
85.49642154958806,27.949571988495144,139.78148,2149,60.389526,10,0.73587126,4.5461755,13.55533567897455,6400.624969485401,488.3646178829912
85.65423982257364,27.89589661141625,221.16399,1757,43.41394,50,0.25329223,4.625964,14.438012291831436,3126.0518229869444,30.0
85.654337526867,27.89490543518357,211.4501,1695,35.072224,30,0.3997492,4.625964,14.859187824342381,3194.1195970094795,42.42640687119285
85.65435942769201,27.895515957902592,229.78957,1723,28.882471,60,0.46953404,4.625964,14.47382379208665,3166.385952470103,30.0
85.65486794408734,27.89517058691532,222.15062,1735,33.226265,60,0.14830177,4.548963,14.633031452336906,3233.4656330321495,0.0
85.6540333259118,27.89721331604304,206.07224,1856,33.695385,60,0.4536817,4.625964,14.735183535818319,3061.3232433050907,0.0
85.59196937552156,27.798237792823688,156.13759,1004,22.152197,10,0.50554067,4.549546,14.702561471198994,1455.2319402761884,94.86832980505139
85.47845186720527,27.86987378640437,276.8737,1898,22.086023,10,0.4676282,4.607892,15.108600994592175,6600.0,0.0
85.51882501382117,27.908733139451268,59.802982,1896,40.98964,10,0.77272725,4.496347,14.153043376308137,2546.2914208707534,534.1348144429458
85.51832222615202,27.905404850332328,78.40663,1856,46.319546,10,0.6429624,4.496347,14.227303792643204,2414.953415699773,480.0
85.49176179383343,27.83785205972959,117.852234,1661,59.50204,10,0.60140824,4.804811,13.765828359640093,6039.246641759219,381.8376618407357
85.47786590787275,27.837040475776536,220.89896,1663,45.18737,60,0.3794991,4.804811,14.392601791906094,7432.738391736924,60.0
85.47612192651859,27.868586870976166,143.97551,1784,40.051987,10,0.66550255,4.607892,14.569689345339839,6870.0,300.0
85.51018113529346,27.89855712452836,169.83014,1845,53.442406,10,0.5423411,4.496347,14.274720049355242,3074.6707140765498,120.0
85.4967061568623,27.90456582783285,150.49951,2035,44.043415,10,0.44874564,4.496347,14.657032756608963,4666.2297414508,30.0
85.49107371555549,27.90409504606614,207.49782,2075,42.379574,10,0.48710683,4.496347,14.811795946434906,5272.665360138077,30.0
85.49195128474781,27.903200201104795,175.37909,2065,34.298035,30,0.37448558,4.496347,14.920235493421464,5168.713573027625,30.0
85.65203403365645,27.75869297394389,189.8625,1247,32.651463,10,0.5709545,4.3611135,14.58985148553772,3750.0,90.0
85.65245447001298,27.75765641335188,219.29362,1205,31.240522,10,0.48783407,3.9692416,14.420849268834798,3630.0,60.0
85.56802322654283,27.778729201488275,24.61782,965,33.378128,10,0.6037028,4.549546,14.055150201790727,607.4537019394976,42.42640687119285
85.5630746441098,27.77791738760816,335.2753,921,25.695961,30,0.25410733,4.463525,14.497214309943368,1056.834897228512,30.0
85.87140872271326,27.75760878465404,308.089,830,39.12752,10,0.6147129,5.719096,13.659179031315947,60.0,108.16653826391968
85.59579450459191,27.744547769141345,,0,,0,,4.5083346,,502.8916384272063,0.0
85.93773942082139,27.72241170334207,355.46735,2093,42.787277,10,0.7489481,4.780184,14.635793007729427,7530.239040030536,305.9411708155671
85.95680462431424,27.98813323296377,143.26294,3011,41.630196,30,0.34259903,4.106739,15.315973873323081,1214.9074038789952,1323.0646242719968
85.9271389952118,27.75254675981621,244.11249,1972,32.223183,10,0.8453691,4.780184,14.743881390699624,4591.666364186318,465.72524088780074
85.9488854300373,27.747618289675927,11.871889,2572,35.42381,10,0.78927565,4.780184,14.75245841358525,6762.52171900394,1087.0602559196063
85.6765286212418,27.751641853074112,242.0324,807,42.983402,10,0.5033122,4.021889,14.213611352341372,3875.6934863324786,60.0
85.73843780302849,27.755169687014625,342.68628,1470,26.184528,30,0.6819299,4.136266,15.195537349225935,3228.451641267064,30.0
85.70985614641671,27.657254709181228,122.78862,848,25.560513,30,0.2514235,3.552036,14.077065050164004,300.0,108.16653826391968
85.94222867468315,27.74230435384973,228.48953,2554,33.403748,30,0.36915886,4.780184,15.171569927685512,6576.640479758644,127.27922061357854
85.92089945072215,27.747760664584195,324.84006,1864,56.73927,10,0.74913293,4.780184,14.020918354738166,4458.004037683232,432.6661530556787
85.92027020877677,27.74707094407147,310.87106,1889,47.42614,10,0.76985943,4.780184,14.505322020737248,4476.438316340347,324.4996147917591
85.91958629123444,27.748700472507217,294.97552,1694,20.97615,10,0.7174178,4.780184,14.84985759263358,4286.9569626951,342.05262752974136
85.91799957722547,27.74162955014142,225.76746,1718,45.59697,10,0.5786133,4.780184,14.440242000563872,4522.4440295044005,0.0
85.9335947318998,27.74827451475804,267.54794,2427,48.620514,10,0.70505923,4.780184,14.569866759917845,5410.40663906143,94.86832980505139
85.9415862315965,27.742700182085677,220.0081,2545,36.490147,30,0.46329114,4.780184,14.922001582086377,6491.794821156935,134.1640786499874
85.9209668890966,27.735979709780644,242.2768,1589,33.47071,30,0.45232558,4.780184,14.730008835428618,5144.015940877322,0.0
85.49385314865592,27.85623802757023,333.93628,1423,33.69346,10,0.66684824,4.607892,14.39241236581892,5028.021479667723,361.2478373637689
85.62705095491403,27.99221842514057,206.83966,1594,40.453617,30,0.6015276,4.772528,14.443658018918962,2078.6774641584007,30.0
85.49001833048419,27.854662656004724,351.3099,1493,31.21181,10,0.59922296,4.607892,14.909240132310549,5478.923251880793,301.4962686336267
86.0056288941357,27.765282359364324,239.46326,2619,45.553787,10,0.7449284,4.674496,14.721058625852912,12637.729226407724,721.2489168102784
85.4416497904068,27.94244289990381,0.0,0,0.0,0,,,,,
85.54053570648878,27.987197931547644,178.67607,1902,38.428925,10,0.72452444,4.726099,14.653859274869486,5765.0758884857705,90.0
85.57565468392582,27.969406466334743,169.31349,2544,41.655262,60,0.45351008,4.8086514,14.922236940646174,4067.849554740195,60.0
85.90145383248989,27.63893790295222,170.50621,1770,41.54988,30,0.56142586,4.343434,14.85008647144395,9439.899363870358,108.16653826391968
85.90170339702384,27.63960707419466,149.9007,1868,34.69481,10,0.62139916,4.343434,14.089627280377904,9503.515139147199,152.97058540778355
85.90765278774867,27.64447208632372,78.769905,1676,47.217735,30,0.40202966,4.343434,14.618068232376011,10352.391028163493,30.0
85.89761467545966,27.639700878255464,200.61995,1802,43.04464,10,0.5345364,4.343434,14.476581496188059,9192.39359470644,0.0
85.89816489199136,27.640368957128167,186.28462,1892,33.731483,30,0.45217144,4.343434,14.685372680283532,9277.181684110752,42.42640687119285
85.89081297498255,27.658027762825725,275.3829,1970,40.787045,10,0.65495527,4.343434,14.641499456979872,10937.664284480485,241.86773244895647
85.87949919292112,27.634412007574408,34.5492,1556,63.032845,10,0.8174827,4.343434,13.559051177168923,7464.274914551313,42.42640687119285
85.98090730227015,27.7563662432733,333.77628,2138,35.13623,10,0.8757764,4.1832337,14.73435814643782,9515.298208674281,1087.0602559196063
85.83607680786129,27.71479479765839,41.11666,1217,25.300842,10,0.66466033,5.719096,14.764792566320542,4036.0872141221134,108.16653826391968
85.81505513082448,27.74083251658202,268.69995,1175,35.50759,10,0.75262207,5.6687784,14.496977272990478,570.0,323.10988842807024
85.78192469682324,27.75000221202761,322.6664,920,39.157925,10,0.6582998,4.7094727,13.923590381132868,330.0,134.1640786499874
85.94071103287907,27.84995325164445,341.6597,2632,63.183746,30,0.7197197,4.586505,14.887092413161827,4863.424719269335,902.4965373894794
85.95058490085708,27.85105210380948,353.7537,2613,45.274715,30,0.6587473,4.586505,14.775508765486817,5561.906148075496,937.709976485267
85.99351272968036,27.78188861758532,356.84412,2228,33.61225,10,0.88235295,4.674496,14.611625532323519,13755.842395142508,517.880295048962
85.99446485697034,27.781124864093396,8.041824,2272,55.197388,10,0.94565743,4.674496,15.962959467667268,13639.017559927108,450.0
85.99818880535956,27.781877901385467,306.16165,2285,27.530474,10,0.84,4.674496,14.561741223247687,13216.48970037052,617.7378084592201
85.99697833508355,27.780560854164285,23.343103,2380,44.118645,10,0.82044446,4.674496,14.717300596723796,13374.550459735086,416.7733196834941
85.98547046429005,27.788701726085517,342.51462,1699,45.993385,10,0.26435572,4.674496,14.548020065258797,9510.0,0.0
86.01842175892799,27.753032017917207,128.53615,2894,13.1620455,10,0.81434184,4.018328,15.755095798506614,11613.759081365517,1347.3306943731372
86.02043579387657,27.75293314351415,283.81082,2829,18.72965,10,0.8272907,4.018328,15.66203777711957,11415.97564818706,1266.0568707605514
86.00233723221726,27.760167043198415,156.70811,1986,55.96167,10,0.5189068,4.674496,14.129582241343265,13112.05933482609,161.55494421403512
85.97668442646207,27.788769424341123,321.8207,1520,25.344088,10,0.8143041,4.674496,14.94273490464005,8550.0,313.20919526731655
85.98441506579829,27.76130874527655,8.990274,1676,39.3331,10,0.87663215,4.674496,14.364426292253668,9735.91290018558,436.80659335683106
85.98227664296284,27.76078770212581,22.769787,1753,50.863895,10,0.7979452,4.674496,14.411726144408208,9519.600831967693,591.6924876994806
85.9804539219601,27.76209249831304,77.63669,1744,63.900887,10,0.82122904,4.674496,14.947485806506315,9277.812242118289,570.0
85.98028305232774,27.763440536350288,21.890879,1728,38.133884,10,0.85827667,4.674496,14.582215678997132,9211.51453345214,420.0
85.96868367288262,27.77755095580169,36.464634,1378,27.624834,10,0.7637199,5.2163897,14.716241443615049,7678.417805772228,330.0
85.96426439256877,27.78020741575961,1.6185671,1299,32.933926,10,0.8428638,5.2163897,14.683925003238766,7179.031968169525,67.0820393249937
85.9544094560524,27.78291520866082,22.970314,1199,22.878057,10,0.7270241,5.2163897,14.028098733662425,6060.297022423902,60.0
85.95372853982431,27.782807216885608,16.42872,1244,49.346073,10,0.71161306,5.2163897,14.009129979993542,6000.299992500375,84.8528137423857
85.92246604223978,27.781100377428917,0.99621356,1052,46.461533,10,0.6825667,5.2163897,13.82121806555183,2534.4230112591704,42.42640687119285
85.92438012852486,27.78116043268913,341.9418,1118,41.5209,10,0.77074546,5.2163897,13.878762736203186,2740.5291459862274,152.97058540778355
85.92406739053212,27.781206121357503,325.50958,1103,45.047066,10,0.70566595,5.2163897,13.757951875632576,2710.645679538364,161.55494421403512
85.93634844262179,27.781868883980263,312.8578,1082,45.66163,10,0.75972223,5.2163897,13.764925518161139,4053.9980266398748,189.73665961010278
85.54033447385773,27.96373426535684,191.87427,1641,49.185577,30,0.4994614,4.987441,14.254642076349755,3328.2427796060792,30.0
85.54399424820105,27.965716536139677,171.47755,1853,48.062683,30,0.56497693,4.987441,14.262484628649458,3360.2678464670043,228.47319317591726
85.93174371550687,27.77905875347696,21.747799,1387,30.649303,10,0.33676755,5.2163897,14.94371064179992,3572.394155185007,30.0
85.93896169729734,27.782682321032137,25.5573,1090,25.010464,10,0.79735905,5.2163897,14.39491420127025,4350.930934868997,90.0
85.9393398343627,27.782373515213365,19.053299,1097,31.655348,10,0.8296296,5.2163897,14.39528056352951,4381.643527262344,123.69316876852982
85.94194167399763,27.781945435520974,23.801756,1118,35.95696,10,0.70611656,5.2163897,14.255419823191588,4682.403229112161,174.92855684535903
86.027256820397,27.75341633214782,314.95462,3047,45.230804,30,0.67991847,4.018328,14.982568019282535,10663.850148984653,576.2811813689564
86.01533440380645,27.75001132338484,78.33258,2736,29.262917,30,0.7541448,4.018328,15.403142104733739,12064.663277522503,1132.0777358467924
86.01579994279025,27.752370185241737,183.46416,2801,42.24493,10,0.7862505,4.018328,15.049460267428156,11916.685780870452,1072.0541031123382
86.01660641631814,27.751833970598582,212.95724,2760,49.644196,30,0.8711095,4.018328,14.73992765933681,11851.822644639939,1176.5202930676546
85.8710403760774,27.76733041600652,129.40796,1086,18.339727,10,0.48093647,6.0451574,14.742329598507547,458.91175622335066,218.40329667841553
85.91815528476062,27.71165633843002,181.13527,1933,42.703423,10,0.5799868,4.370652,14.687017460217877,6881.780292918395,30.0
85.92285470834955,27.71036641751735,246.12318,1967,34.210606,30,0.16989419,4.370652,14.83472677236529,7302.08874227094,0.0
85.92323607511017,27.709967873638515,256.018,1979,31.089102,30,0.43267503,4.370652,15.066837262362453,7386.155969108694,30.0
85.77897469674416,27.75038742244283,343.4397,800,32.690525,10,0.38373643,4.7094727,13.992253302243816,0.0,30.0
85.88108878769984,27.84838466096994,261.1315,1066,32.211266,10,0.6291313,4.586505,14.515459131445747,0.0,84.8528137423857
85.88100148791175,27.84970360734243,312.03513,1012,51.4993,10,0.6146264,4.586505,13.006683320436904,0.0,30.0
85.93282355230203,27.7474577144302,279.8762,2403,48.556446,30,0.36433837,4.780184,14.604459047890815,5414.397473403666,0.0
85.94748488129736,27.72154731455571,,2595,,10,,4.780184,,8513.342469324254,108.16653826391968
85.90096909943209,27.712579962399392,251.00247,1477,19.19274,10,0.7933475,4.370652,15.148137486829055,5736.906832082947,722.4956747275378
85.91119850630805,27.70751964886971,205.83067,1648,14.1325035,30,0.6019271,4.370652,15.69239023685778,6891.908298867593,283.0194339616981
85.93190410653821,27.71077636055063,241.58572,2540,48.30647,10,0.70286214,4.370652,14.827926204322031,7937.820859656635,218.40329667841553
85.93273996041604,27.70717635567064,252.59087,2455,42.60727,10,0.7569328,4.370652,14.800501726373264,8286.301949603332,351.14099732158877
85.93265352222588,27.706108673774327,262.58194,2429,51.42537,10,0.65475637,4.370652,14.440924999593008,8356.440629837563,360.0
85.93061569890912,27.696876396974787,190.11111,2269,31.998774,10,0.7441777,4.370652,14.67542252300408,9025.563694307408,192.09372712298546
85.91622602433199,27.75998392358841,215.62634,1841,39.232502,30,0.25670296,5.2163897,14.284499255544684,3162.5464423467365,120.0
85.91717694587294,27.759996033134037,189.43552,1904,48.1344,30,0.25147527,5.2163897,14.349965983681484,3228.8697712976905,120.0
85.9179549019951,27.759611334005303,242.18643,1885,47.083126,30,0.36307564,5.2163897,14.312084894107,3316.0518693168838,134.1640786499874
85.91881670338448,27.757483151340622,241.05394,1836,68.265625,10,0.68195236,4.780184,13.515861436531557,3544.192432698879,192.09372712298546
85.94722755345657,27.75131622072218,1.5411178,2477,53.678497,30,0.8063063,4.780184,14.670211829687112,6373.641031623918,1240.2015965156631
85.94403213291905,27.75136378509641,20.227312,2548,38.43477,10,0.77559054,4.780184,14.839663285115147,6078.758096848402,954.829827770373
85.92774377357715,27.76137788454159,3.0322597,2194,46.053574,10,0.82510823,5.2163897,14.576168451942761,3949.645553717447,400.24992192379
85.92485586213385,27.762856596109252,357.91223,1960,45.12316,10,0.79620034,5.2163897,14.538689077053258,3603.1236448392942,361.2478373637689
85.91901787416306,27.76190174277726,327.07388,1973,59.774517,10,0.68701553,5.2163897,14.064541377174143,3208.87830869293,94.86832980505139
85.91969532693946,27.770431450614332,311.50314,1499,27.157692,10,0.4519573,5.2163897,14.805248152901953,2621.011255221923,240.0
85.91917746004373,27.765945071109925,24.074816,1687,37.3216,10,0.587793,5.2163897,14.770445827053909,2887.8019322661307,30.0
85.93162788797163,27.723885521306592,348.91245,1971,58.25942,10,0.8010949,4.780184,14.023181142752538,6915.374176427476,123.69316876852982
85.93456642557922,27.718461668431885,37.76158,2231,35.6279,10,0.85515547,4.780184,14.99713198856943,7552.436692882636,127.27922061357854
85.76717860570484,27.77433037705996,322.63257,898,37.00244,10,0.6754855,5.3619227,13.971711230284962,60.0,0.0
85.68039718815184,27.71637257710023,261.4509,1162,44.422478,10,0.511687,4.021889,13.770638552121435,1081.6653826391967,127.27922061357854
85.62198039893185,27.77794183623643,186.44847,1336,33.089615,30,0.31438348,4.3611135,14.366576465086316,3013.171087077533,0.0
85.6791950193381,27.76328237207557,259.96396,1102,39.89602,10,0.7064897,4.263062,14.088466618108237,5092.317743424894,60.0
85.71430852369708,27.78767718210888,104.68837,1374,56.869225,10,0.5767801,4.5418735,13.888295132791733,5400.0,94.86832980505139
85.63360729469596,27.76230701925869,147.27528,1055,44.460304,30,0.46787903,4.3611135,13.798325109663041,3012.723020790328,30.0
85.67213338519676,27.77102882041749,106.43282,1062,53.939762,10,0.7463515,4.263062,14.078901549896933,5509.718686103674,108.16653826391968
85.65264016419465,27.81054117397425,114.53734,1135,31.950829,10,0.7301868,4.4971914,13.980012516693384,7940.994899885026,400.24992192379
85.85358397487711,27.77535685146232,186.83556,1951,47.097702,10,0.70125496,6.0451574,14.487785904894622,1920.0,276.5863337187866
85.84039313006416,27.814942076664764,356.26794,2078,40.149403,10,0.698044,5.761692,14.830790571717538,3342.409310661996,697.7822009767805
85.87303789234429,27.828877915918085,217.01093,1135,33.78183,30,0.46509275,5.761692,14.34871520451277,0.0,84.8528137423857
85.83898110022498,27.81476460967863,3.529009,2072,60.728226,10,0.6312757,5.761692,13.992120745687176,3488.911004883902,618.4658438426491
85.83724352434076,27.81495372830711,41.387474,2138,55.722656,10,0.68375134,5.761692,14.212458807730759,3663.0724808553814,630.0
85.83660649817153,27.815493670153536,46.66768,2170,56.480625,10,0.6793226,5.761692,14.17924975637473,3691.950703896248,690.0
85.83181257978977,27.819176325017864,33.55756,2260,55.534794,10,0.7147484,6.7913833,14.514282961662143,4054.885941675795,127.27922061357854
85.82998042192558,27.81966629563388,106.979294,2404,58.11565,10,0.64745146,6.7913833,14.511172271710022,4242.004243279349,30.0
85.83037305648102,27.820662440772303,83.897865,2336,59.16374,30,0.47709593,6.7913833,13.55504822625195,4162.222963753864,30.0
85.82903032098974,27.82378096871553,96.11866,2461,67.631386,30,0.60599643,6.7913833,13.903821709805186,4242.640687119285,90.0
85.8290137362237,27.82705347762771,79.5133,2424,38.675953,10,0.7501839,6.7913833,14.624271355604266,4206.851554309945,30.0
85.82833043087264,27.820659495939317,98.385124,2530,23.942616,10,0.40355584,6.7913833,15.46891936336392,4396.10054480104,94.86832980505139
85.48493878438704,27.893129874628407,132.47052,1849,34.809246,10,0.60411114,4.496347,14.707124554989965,5880.0,228.47319317591726
85.48660549655824,27.89895990716892,104.57066,1784,17.834545,10,0.819016,4.496347,15.09723980659695,5711.357106677886,30.0
85.48758470207204,27.894428221088912,118.91547,1793,26.665186,10,0.7075438,4.496347,15.073819949651304,5580.0,123.69316876852982
85.48580976973697,27.90757297936178,175.86871,2271,37.336655,10,0.69491524,4.496347,14.998296277575964,5938.560431619771,60.0
85.48859168365857,27.907817899016734,186.09354,2316,40.78851,10,0.7178757,4.496347,14.807842053950045,5624.419970094694,30.0
85.48844625445815,27.903830510688397,172.14308,2037,33.821613,30,0.5731629,4.496347,14.793873797467313,5563.281405789213,30.0
85.48942351488418,27.90271387708868,151.00351,1958,42.20421,10,0.7007313,4.496347,14.592822948755778,5426.352366000572,60.0
85.48938503700171,27.902317132510404,164.20448,1940,31.2003,10,0.69736093,4.496347,15.102296987374475,5418.0531558854245,108.16653826391968
85.53301362585832,27.887450548152746,142.97418,1091,38.335915,10,0.48507172,5.103636,14.137689150261561,510.8815909777921,0.0
85.5307935974324,27.8870951758079,163.82262,1106,33.31899,30,0.4834244,5.103636,14.206649256085852,782.3042886243179,42.42640687119285
85.52460241526919,27.88697114227621,154.1322,1142,32.197067,30,0.4798651,5.103636,14.266166376563955,1472.7525250360293,0.0
85.52140884588317,27.886020177810327,165.74924,1190,39.29636,30,0.5966574,5.103636,14.246583549833474,1838.8311504866347,30.0
85.52050284669085,27.88589609060036,176.84111,1201,33.612328,30,0.38400432,5.103636,14.410125655907565,1931.4502323383847,0.0
85.52097263213366,27.88589747642753,171.02898,1200,35.17214,30,0.46890044,5.103636,14.164260737971809,1871.8172987767796,30.0
85.51624928897157,27.89211849256269,166.73654,1494,38.60063,10,0.5891892,4.607892,14.36042974726038,2400.0,0.0
85.51647316172806,27.89246323284021,168.37546,1512,36.023785,30,0.5251054,4.607892,14.505023200231292,2370.0,30.0
85.51720311718918,27.893389343479747,181.70549,1591,31.608469,30,0.36541063,4.496347,14.561947230160836,2280.0,60.0
85.52005508121363,27.892750300582197,195.00133,1548,32.49057,10,0.55368716,5.2217073,14.701363453385786,1980.0,42.42640687119285
85.51889251125421,27.891112587919007,201.31314,1458,26.743933,30,0.54208755,4.607892,14.872321680907296,2100.0,30.0
85.51868844297223,27.8914345027648,229.73509,1460,29.944399,10,0.5795574,4.607892,14.743648665073486,2130.0,30.0
85.51872628313977,27.891743702943742,229.64078,1472,32.002724,30,0.5366902,4.607892,14.807442653297583,2100.0,0.0
