Aspect,DEM,Slope,LULC,NDVI,Rainfall,TWI,River,Road
2.1080159465828108,-1.5976254582472544,-0.27551270103897446,-0.7579083129470764,0.43368567600661245,2.266966958954111,-1.1425044519367071,-1.1603384002069093,-0.44535463815524956
-0.15908713113581668,-0.7019990697163548,1.5468463033331294,0.23480569182045072,0.6812302549203274,-0.09891707410436705,-1.9702958501211407,-0.7514680219833082,-0.41045132353107655
1.8514244116440814,-0.383707230099989,-0.10298137274522376,-0.7579083129470764,0.5913354133715975,-0.35295891178085986,-0.5215658895175093,-0.9653986727702807,0.15144533595147386
-0.33189337580883865,-0.518740131755417,2.1479452541421855,1.7238766989717411,-0.554490964158556,-0.09891707410436705,-1.7352467591453975,-0.5914752652871166,-0.47643213774926835
-0.12545789646803165,-0.08332791825424121,0.5921485439121235,-0.7579083129470764,0.9160831892982184,-0.6623150274259871,-0.5038988477512807,-0.4403709950740466,-0.5385871369373059
0.04534812931150149,-0.7516029927734509,-0.8449517452784786,-0.7579083129470764,0.46797028619995473,-0.09891707410436705,0.09787605138905091,-0.5559213193546295,-0.49463691552680017
-1.7451132110837828,-0.8480550653844708,-0.8788631139894298,-0.7579083129470764,-1.2357122191250058,-0.09891707410436705,-0.5869775483510058,-0.5203673734221425,-0.4690957352743578
0.42204866838068245,0.6097491177935164,0.13505814308518083,-0.7579083129470764,0.1189848146390207,4.747397439269201,1.1147555168370367,0.24867596053569108,-0.2880323250376831
0.7230478476825922,-1.2379970160833085,0.5398018053543266,0.23480569182045072,-1.4624339841911878,0.46859608772944983,-0.7238423470901404,-1.1282905064307451,-0.47643213774926835
-0.30340171667748317,1.204996194478668,-1.532311338567009,0.23480569182045072,-0.660730478491727,0.22190263840635543,2.032195405314804,1.3945101176907782,0.726461793161409
-1.5949677262265887,-0.22249448016442713,-0.4910850819024557,-0.7579083129470764,1.4927064068849285,-0.09891707410436705,0.2816490577195915,-0.09501704844746564,-0.33959404604803484
0.7583965903863397,-1.2531537703507545,-1.138862820149549,0.23480569182045072,-1.754290711956278,2.3655006418015163,-0.6632087225002962,-1.124784454274422,-0.4690957352743578
-2.025167219990696,-0.7226673709901449,-0.03327048838065936,-0.7579083129470764,0.9803160723072234,-0.09891707410436705,-0.45851042747721976,-0.3603746167259508,-0.22781214099711825
0.48301258490093146,-0.37130624933571504,-0.1177583360055311,1.7238766989717411,-0.20152951477477118,0.08170565004282924,-0.11327003275476678,-0.6699387628414409,-0.5075096373432871
0.17694286549125496,0.35484006875010654,1.162898487113471,0.23480569182045072,0.42869732077488726,0.07735218044195717,-0.496727877235021,0.1494095652587134,0.20985816433020635
-0.5069280555773412,-0.2679647429667651,-0.06522477191880793,0.23480569182045072,-0.9833823830664691,-0.7747497412082993,0.14833153500021537,-0.8847953192301347,-0.3123395248087785
0.9268222423138821,-0.16737901010098716,-1.7152189918402752,-0.7579083129470764,1.6725614635209323,0.07735218044195717,1.3761141781185693,-0.2999439274961762,-0.5385871369373059
